Run,Antibiogram,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Plasmid(s)_found,Platform,ReleaseDate,Sample Name,Sequence_Type,SRA Study,STRAIN,Host_disease,Host
SRR21096911,GEN-STR-SSS-TET,WGS,300,371019685,PRJNA756559,SAMN27524986,Pathogen.env,166036528,NML,NML,31/07/2015,public,"realign,sra,fastq,wgmlst_sig","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110440,Canada,North America,Canada,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03538,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03538,10,SRP378977,4162,,
SRR21096912,AMP-GEN-STR-SSS-SXT-TET,WGS,300,336174378,PRJNA756559,SAMN27524977,Pathogen.env,151388205,NML,NML,31/07/2014,public,"realign,fastq,wgmlst_sig,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110439,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03529,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII(pSE11), IncHI2, IncHI2A, IncI1, IncN",ILLUMINA,2022-08-17T00:00:00Z,N18-03529,156,SRP378977,5307,,
SRR21096913,CIP-GEN-MXF-TOB,WGS,297,424508675,PRJNA756559,SAMN27524876,Pathogen.cl,198073130,NML,NML,31/07/2017,public,"sra,realign,fastq,wgmlst_sig","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110438,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03371,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII, IncP1",ILLUMINA,2022-08-17T00:00:00Z,N18-03371,162,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096914,GEN,WGS,298,333769199,PRJNA756559,SAMN27524848,Pathogen.cl,149387472,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,sra,realign","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110437,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,human,Not collected,N18-02262,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIA,ILLUMINA,2022-08-17T00:00:00Z,N18-02262,648,SRP378977,95,E. coli gastroenteritis,Homo sapiens
SRR21096915,CST-GEN,WGS,298,261740885,PRJNA756559,SAMN27524822,Pathogen.cl,116938237,NML,NML,31/07/2015,public,"fastq,realign,wgmlst_sig,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110436,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02236,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIB(AP001918), IncFII",ILLUMINA,2022-08-17T00:00:00Z,N18-02236,410,SRP378977,963,E. coli gastroenteritis,Homo sapiens
SRR21096916,CIP-DOX-GEN-MXF-SXT,WGS,296,355588190,PRJNA756559,SAMN27524871,Pathogen.cl,167044931,NML,NML,31/07/2017,public,"realign,wgmlst_sig,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110435,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03366,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03366,1140,SRP378977,Undetermined,E. coli gastroenteritis,Homo sapiens
SRR21096917,GEN-STR-SSS-TET,WGS,300,265267561,PRJNA756559,SAMN27524987,Pathogen.env,118818421,NML,NML,31/07/2015,public,"sra,fastq,realign,wgmlst_sig","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110434,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03539,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, ColpVC, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03539,165,SRP378977,1914,,
SRR21096918,AMP-CHL-CIP-GEN-NAL-SSS-SXT,WGS,300,383969097,PRJNA756559,SAMN27525034,Pathogen.env,171147232,NML,NML,31/07/2016,public,"sra,wgmlst_sig,realign,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110433,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03586,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncI2,ILLUMINA,2022-08-17T00:00:00Z,N18-03586,9862,SRP378977,1011,,
SRR21096919,GEN-STR-SSS-TET,WGS,295,363522619,PRJNA756559,SAMN27524912,Pathogen.env,169963284,NML,NML,31/07/2014,public,"wgmlst_sig,realign,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110432,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03464,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03464,117,SRP378977,1303,,
SRR21096920,GEN-STR-SSS-TET,WGS,300,437951341,PRJNA756559,SAMN27524934,Pathogen.env,209068750,NML,NML,31/07/2015,public,"wgmlst_sig,fastq,sra,realign","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110431,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03486,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1, IncN, IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-03486,5459,SRP378977,101,,
SRR21096921,AMP-GEN-SSS-TET,WGS,300,406887219,PRJNA756559,SAMN27524707,Pathogen.env,181791272,NML,NML,31/07/2017,public,"fastq,sra,wgmlst_sig,realign","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110430,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01211,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918), IncI2, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01211,2040,SRP378977,Undetermined,,
SRR21096922,ATM-CFZ-CAZ-CRO-CIP-DOX-GEN-MXF-TGC-SXT,WGS,295,355785418,PRJNA756559,SAMN27524904,Pathogen.cl,168306213,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110429,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-03399,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncX1",ILLUMINA,2022-08-17T00:00:00Z,N18-03399,302,SRP378977,349,E. coli gastroenteritis,Homo sapiens
SRR21096923,CIP-GEN-MXF,WGS,298,295936138,PRJNA756559,SAMN27524835,Pathogen.cl,131152301,NML,NML,31/07/2016,public,"realign,sra,wgmlst_sig,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110428,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02249,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIA,ILLUMINA,2022-08-17T00:00:00Z,N18-02249,131,SRP378977,550,E. coli gastroenteritis,Homo sapiens
SRR21096924,GEN-STR-SSS-TET,WGS,299,367713869,PRJNA756559,SAMN27524711,Pathogen.env,165114622,NML,NML,31/07/2017,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110427,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01217,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01217,2614,SRP378977,1968,,
SRR21096925,GEN-STR-SSS-TET,WGS,300,364818609,PRJNA756559,SAMN27524949,Pathogen.env,162184967,NML,NML,31/07/2015,public,"realign,fastq,sra,wgmlst_sig","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110426,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03501,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03501,95,SRP378977,2040,,
SRR21096926,CIP-GEN-MXF-SXT,WGS,299,314564518,PRJNA756559,SAMN27524845,Pathogen.cl,139972308,NML,NML,31/07/2016,public,"sra,fastq,realign,wgmlst_sig","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110425,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02259,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncB/O/K/Z, IncFIA, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-02259,167,SRP378977,1193,E. coli gastroenteritis,Homo sapiens
SRR21096927,AMC-AMP-FOX-CRO-GEN-STR-SSS-TET,WGS,299,354028759,PRJNA756559,SAMN27525063,Pathogen.env,155748190,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,realign,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110424,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03776,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncHI2, IncHI2A, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03776,117,SRP378977,542,,
SRR21096928,GEN-SXT,WGS,295,357872909,PRJNA756559,SAMN27524908,Pathogen.cl,167010729,NML,NML,31/07/2017,public,"wgmlst_sig,fastq,sra,realign","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110423,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03403,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFII(pRSB107),ILLUMINA,2022-08-17T00:00:00Z,N18-03403,117,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096929,AMP-CIP-GEN-NAL-STR-SSS-SXT-TET,WGS,299,357575278,PRJNA756559,SAMN27524658,Pathogen.env,159028921,NML,NML,31/07/2017,public,"wgmlst_sig,realign,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110422,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01085,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncFIB(pLF82), IncI1, IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-01085,131,SRP378977,1485,,
SRR21096930,AMP-GEN-STR-SSS-TET,WGS,300,358560032,PRJNA756559,SAMN27525028,Pathogen.env,162962676,NML,NML,31/07/2016,public,"wgmlst_sig,realign,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110421,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03580,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03580,117,SRP378977,355,,
SRR21096931,AMP-GEN-NAL-STR-SSS-TET,WGS,299,528124279,PRJNA756559,SAMN27524745,Pathogen.env,245104935,NML,NML,31/07/2017,public,"sra,fastq,realign,wgmlst_sig","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110420,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01416,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01416,131,SRP378977,131,,
SRR21096932,AMP-GEN-STR-SSS-TET,WGS,300,423941205,PRJNA756559,SAMN27525006,Pathogen.env,188319876,NML,NML,31/07/2015,public,"realign,fastq,wgmlst_sig,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110419,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03558,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03558,5840,SRP378977,10,,
SRR21096933,GEN-STR-SSS-TET,WGS,299,477689211,PRJNA756559,SAMN27524738,Pathogen.env,222839323,NML,NML,31/07/2017,public,"realign,fastq,sra,wgmlst_sig","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110418,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01273,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01273,457,SRP378977,162,,
SRR21096934,GEN-STR-TET,WGS,300,500358860,PRJNA756559,SAMN27524962,Pathogen.env,222007987,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,sra,realign","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110417,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03514,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918), IncHI2, IncHI2A",ILLUMINA,2022-08-17T00:00:00Z,N18-03514,101,SRP378977,602,,
SRR21096935,AMP-GEN-STR-SSS-SXT-TET,WGS,300,479609190,PRJNA756559,SAMN27525067,Pathogen.env,211614456,NML,NML,31/07/2016,public,"wgmlst_sig,realign,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110416,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03780,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03780,5940,SRP378977,457,,
SRR21096936,GEN-STR-SSS,WGS,298,509708808,PRJNA756559,SAMN27524750,Pathogen.env,237675380,NML,NML,31/07/2017,public,"realign,sra,fastq,wgmlst_sig","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110415,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01429,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-01429,1193,SRP378977,117,,
SRR21096937,GEN-MXF-SXT,WGS,296,417973185,PRJNA756559,SAMN27524864,Pathogen.cl,196480697,NML,NML,31/07/2017,public,"realign,wgmlst_sig,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110414,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03359,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-03359,Undetermined,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096938,GEN-STR-SSS-TET,WGS,300,449566891,PRJNA756559,SAMN27525049,Pathogen.env,198076652,NML,NML,31/07/2015,public,"realign,fastq,sra,wgmlst_sig","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110413,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03757,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03757,212,SRP378977,192,,
SRR21096939,GEN-STR-SSS-TET,WGS,299,577861535,PRJNA756559,SAMN27524739,Pathogen.env,269170464,NML,NML,31/07/2017,public,"sra,fastq,wgmlst_sig,realign","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110412,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01396,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFIB(pLF82), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01396,648,SRP378977,131,,
SRR21096940,AMC-CFZ-DOX-GEN-TZP-SXT,WGS,298,321300397,PRJNA756559,SAMN27524779,Pathogen.cl,143337521,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,sra,realign","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110411,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02193,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, IncFIB(AP001918), IncHI2, IncHI2A, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-02193,998,SRP378977,10,E. coli gastroenteritis,Homo sapiens
SRR21096941,AMC-AMP-CHL-FOX-CRO-GEN-STR-SSS-TET,WGS,299,313426736,PRJNA756559,SAMN27524975,Pathogen.env,138189437,NML,NML,31/07/2016,public,"sra,wgmlst_sig,realign,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110410,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03527,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncA/C2, IncHI2, IncHI2A, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03527,101,SRP378977,10,,
SRR21096942,GEN-STR-SSS-TET,WGS,300,399477281,PRJNA756559,SAMN27524971,Pathogen.env,175899361,NML,NML,31/07/2016,public,"realign,sra,wgmlst_sig,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110409,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03523,PAIRED,RANDOM,GENOMIC,Escherichia coli,p0111,ILLUMINA,2022-08-17T00:00:00Z,N18-03523,226,SRP378977,189,,
SRR21096943,GEN-STR-SSS-TET,WGS,300,537801819,PRJNA756559,SAMN27525009,Pathogen.env,238017118,NML,NML,31/07/2015,public,"fastq,sra,wgmlst_sig,realign","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110408,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03561,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncI2",ILLUMINA,2022-08-17T00:00:00Z,N18-03561,57,SRP378977,355,,
SRR21096944,GEN-STR-SSS-SXT-TET,WGS,300,422542462,PRJNA756559,SAMN27524997,Pathogen.env,186833812,NML,NML,31/07/2014,public,"sra,realign,wgmlst_sig,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110407,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03549,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncHI2, IncHI2A, IncQ1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03549,1011,SRP378977,1141,,
SRR21096945,GEN-STR-SSS,WGS,300,314932671,PRJNA756559,SAMN27524982,Pathogen.env,141543979,NML,NML,31/07/2015,public,"wgmlst_sig,realign,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110406,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03534,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03534,1564,SRP378977,57,,
SRR21096946,GEN-STR-SSS,WGS,300,356911760,PRJNA756559,SAMN27525017,Pathogen.env,159863734,NML,NML,31/07/2015,public,"realign,fastq,wgmlst_sig,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110405,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03569,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03569,328,SRP378977,117,,
SRR21096947,AMC-AMP-CRO-FOX-GEN-STR-SSS-TET-TIO,WGS,300,394817772,PRJNA756559,SAMN27524948,Pathogen.env,176806318,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,realign,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110404,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03500,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03500,131,SRP378977,2485,,
SRR21096948,GEN-STR-SSS-TET,WGS,300,370456083,PRJNA756559,SAMN27525014,Pathogen.env,164939897,NML,NML,31/07/2015,public,"realign,fastq,sra,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110403,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03566,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03566,189,SRP378977,23,,
SRR21096949,GEN-NAL-STR-SSS,WGS,300,388929907,PRJNA756559,SAMN27524720,Pathogen.env,173724446,NML,NML,31/07/2017,public,"wgmlst_sig,fastq,realign,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110402,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01239,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01239,648,SRP378977,117,,
SRR21096950,CIP-GEN-MXF,WGS,298,308826908,PRJNA756559,SAMN27524789,Pathogen.cl,137561516,NML,NML,31/07/2014,public,"wgmlst_sig,fastq,realign,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110401,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02203,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02203,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096951,AMP-GEN-STR-SSS-SXT-TET,WGS,299,500288610,PRJNA756559,SAMN27524676,Pathogen.env,223621532,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,sra,realign","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110400,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01142,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-01142,23,SRP378977,328,,
SRR21096952,AMP-GEN,WGS,300,392061196,PRJNA756559,SAMN27524981,Pathogen.env,175917018,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,realign,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110399,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03533,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03533,3721,SRP378977,48,,
SRR21096953,AMP-GEN-STR-SSS-SXT-TET,WGS,300,450074980,PRJNA756559,SAMN27524959,Pathogen.env,199444761,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,sra,realign","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110398,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03511,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03511,491,SRP378977,2223,,
SRR21096954,AMP-GEN,WGS,300,347269171,PRJNA756559,SAMN27524729,Pathogen.env,158441900,NML,NML,31/07/2017,public,"sra,fastq,realign,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110397,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01256,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-01256,101,SRP378977,69,,
SRR21096955,AMP-GEN-SSS-TET,WGS,300,467321400,PRJNA756559,SAMN27524974,Pathogen.env,206153246,NML,NML,31/07/2016,public,"wgmlst_sig,sra,fastq,realign","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110396,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03526,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncA/C2, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03526,101,SRP378977,1564,,
SRR21096956,DOX-GEN-SXT,WGS,298,225885925,PRJNA756559,SAMN27524847,Pathogen.cl,101025620,NML,NML,31/07/2016,public,"sra,fastq,wgmlst_sig,realign","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110395,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,human,Not collected,N18-02261,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1, IncI2",ILLUMINA,2022-08-17T00:00:00Z,N18-02261,131,SRP378977,23,E. coli gastroenteritis,Homo sapiens
SRR21096957,AMC-AMP-CRO-FOX-GEN-STR-SSS-TET-TIO,WGS,300,426046569,PRJNA756559,SAMN27524925,Pathogen.env,203186350,NML,NML,31/07/2014,public,"sra,wgmlst_sig,fastq,realign","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110394,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03477,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), rep11",ILLUMINA,2022-08-17T00:00:00Z,N18-03477,1946,SRP378977,428,,
SRR21096958,GEN-STR-SSS,WGS,300,414689849,PRJNA756559,SAMN27524992,Pathogen.env,187611952,NML,NML,31/07/2016,public,"wgmlst_sig,sra,realign,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110393,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03544,PAIRED,RANDOM,GENOMIC,Escherichia coli,ColpVC,ILLUMINA,2022-08-17T00:00:00Z,N18-03544,212,SRP378977,328,,
SRR21096959,GEN-STR-SSS-TET,WGS,300,394373457,PRJNA756559,SAMN27524693,Pathogen.env,177649475,NML,NML,31/07/2017,public,"sra,realign,fastq,wgmlst_sig","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110392,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01172,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncI1,ILLUMINA,2022-08-17T00:00:00Z,N18-01172,648,SRP378977,10,,
