Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,Isolation_Source,Sample ID,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Dataset,Sample_type,ST,ampicillin_MIC,ampicillin_RIS,ampicillin_genotypic_prediction_v.1,pbp5,vancomycin_MIC,vancomycin_RIS,vancomycin_genotypic_prediction,VanA_depth,VanA_diffs,VanH.Pt_depth,VanX_depth,VanX_diffs,VanY.A_depth,VanY.A_diffs,VanR.A_depth,VanS.A_depth,VanB_depth,VanB_diffs,VanH.B_depth,VanX.B_depth,VanY.B_depth,VanR.B_depth,VanS.B_depth,gentamicin.high.level_RIS,gentamicin_genotypic_prediction,Aac6.Aph2_depth,Aac6.Aph2_diffs,Aph3..Ia_depth,Aph3..Ia_diffs,Aph3.III_depth,Aph3.III_diffs,Aac6.Ii_depth,Aac6.Ii_diffs,Ant6.Ia_depth,Ant6.Ia_diffs,ciprofloxacin_MIC,ciprofloxacin_RIS,ciprofloxacin_genotypic_prediction,levofloxacin_MIC,levofloxacin_RIS,levofloxacin_genotypic_prediction,gyrA 84,parC 82,tetracycline_MIC,tetracycline_RIS,tetracycline_genotypic_prediction,doxycycline_MIC,doxycycline_RIS,doxycycline_genotypic_prediction_v.1,TetL_depth,TetL_diffs,TetM_depth,TetM_diffs,TetS_depth,TetS_diffs,TetU_depth,TetU_diffs,linezolid_MIC,linezolid_RIS,linezolid_genotypic_prediction,23S_G2576T_AlleleFraction,poxtA,cfrB
SRR16347277,WGS,261,847295073,PRJNA771404,SAMN22135221,"Microbe\, viral or environmental",375319911,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624600,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-4168,rectal,Efm-139,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-139,Isolate,SRP341454,not available,Derivation,rectal,1579,32,R,R,485A,32,R,R,449.223,1snp,452.98,434.323,34snp,552.175,0 snps,355.486,490.889,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,487.074,1snp,175.196,2snp,475.893,0 snps,8,R,R,8,R,R,Y,I,8,I,R,1,I,R,196.803,1snp34holes,154.497,63snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347278,WGS,243,125117586,PRJNA771404,SAMN22135220,"Microbe\, viral or environmental",59957664,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX12624599,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-15907,urine,Efm-138,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-138,Isolate,SRP341454,not available,Derivation,urine,664,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,25.102,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,36.504,1snp34holes,31.825,54snp55holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347279,WGS,251,132283057,PRJNA771404,SAMN22135219,"Microbe\, viral or environmental",57135703,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624598,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-10022,rectal,Efm-137,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-137,Isolate,SRP341454,not available,Derivation,rectal,17,NA,R,R,485A,NA,R,R,73.334,1snp,60.945,69.149,34snp,58.399,1snp,53.489,61.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.346,139holes,NA,NA,74.094,1snp,31.729,2snp,62.171,1indel,NA,NA,R,NA,R,R,Y,R,NA,R,R,NA,S,R,NA,NA,24.434,46snp1indel56holes,NA,NA,656.793,3snp,NA,S,S,0,NA,NA
SRR16347280,WGS,291,180505067,PRJNA771404,SAMN22135218,"Microbe\, viral or environmental",67344659,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624597,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-3590,pleural fluid,Efm-136,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-136,Isolate,SRP341454,not available,Derivation,pleural fluid,117,32,R,R,485A,32,R,R,78.582,0 snps,88.56,77.198,34snp,51.087,0 snps,63.763,79.864,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,89.506,0 snps,28.749,2snp,55.042,0 snps,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,1,S,S,0,NA,NA
SRR16347281,WGS,291,219118101,PRJNA771404,SAMN22135217,"Microbe\, viral or environmental",81996027,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624596,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-468,"fluid\, prostatic",Efm-135,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-135,Isolate,SRP341454,not available,Derivation,"fluid, prostatic",736,32,R,R,485A,32,R,R,146.654,1snp,115.989,123.356,34snp,95.09,0 snps,113.199,120.154,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,115.143,0 snps,38.305,2snp,83.895,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,29.41,1snp34holes,33.566,48snp77holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347282,WGS,253,437326823,PRJNA771404,SAMN22135216,"Microbe\, viral or environmental",191837365,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624595,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-399,blood,Efm-134,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-134,Isolate,SRP341454,not available,Derivation,blood,412,32,R,R,485A,32,R,R,377.542,1snp,340.366,322.6,32snp2indel,297.246,0 snps,264.389,346.027,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,359.354,0 snps,106.944,2snp,281.813,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,67.157,1snp34holes,152.726,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347283,WGS,254,446445323,PRJNA771404,SAMN22135215,"Microbe\, viral or environmental",196334904,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624594,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-14087,blood,Efm-133,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-133,Isolate,SRP341454,not available,Derivation,blood,1578,32,R,R,485A,32,R,R,361.024,1snp,367.193,315.526,34snp,292.817,1indel,280.67,373.697,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,600.384,1snp,95.938,2snp,472.202,0 snps,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347284,WGS,279,281824212,PRJNA771404,SAMN22135214,"Microbe\, viral or environmental",120480313,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624593,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-16338,stool,Efm-132,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-132,Isolate,SRP341454,not available,Derivation,stool,18,32,R,R,485A,32,R,R,133.76,1snp,152.808,123.716,34snp,121.599,1snp,97.359,143.413,NA,NA,NA,NA,NA,NA,NA,S,R,47.501,0 snps,NA,NA,NA,NA,28.511,2snp,117.777,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,47.769,38snp4holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347285,WGS,278,206677484,PRJNA771404,SAMN22135213,"Microbe\, viral or environmental",88807390,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624592,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-7369,rectal,Efm-131,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-131,Isolate,SRP341454,not available,Derivation,rectal,18,32,R,R,485A,32,R,R,76.006,1snp,87.896,70.98,34snp,63.507,1snp,50.742,85.717,NA,NA,NA,NA,NA,NA,NA,S,S,26.746,26holes,NA,NA,73.889,1snp,16.844,2snp,68.952,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,25.778,44snp1indel9holes,NA,NA,1263.834,3snp,1,S,S,0,NA,NA
SRR16347286,WGS,272,186435328,PRJNA771404,SAMN22135096,"Microbe\, viral or environmental",82511467,MASSACHUSETTS GENERAL HOSPITAL,2016-03,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624591,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-3407,rectal,Efm-14,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-14,Isolate,SRP341454,not available,Derivation,rectal,18,32,R,R,485A,32,R,R,61.519,1snp,91.597,70.684,33snp1indel,127.97,1snp,72.418,91.923,NA,NA,NA,NA,NA,NA,NA,S,S,129.91,129holes,NA,NA,NA,NA,36.015,2snp,136.563,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,57.444,54snp1indel,NA,NA,NA,NA,2,S,S,0,NA,1snp
SRR16347287,WGS,262,1089817597,PRJNA771404,SAMN22135212,"Microbe\, viral or environmental",485042961,MASSACHUSETTS GENERAL HOSPITAL,2017-05,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624590,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-7208,"wound\, periaortic",Efm-130,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-130,Isolate,SRP341454,not available,Derivation,"wound, periaortic",772,32,R,R,485A,32,R,R,636.178,1snp,690.707,617.043,32snp2indel,855.148,0 snps,560.978,719.32,NA,NA,NA,NA,NA,NA,NA,S,S,539.61,129holes,NA,NA,708.95,0 snps,224.345,2snp,847.873,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,216.142,1snp34holes,440.349,17snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347288,WGS,278,241540164,PRJNA771404,SAMN22135211,"Microbe\, viral or environmental",103702364,MASSACHUSETTS GENERAL HOSPITAL,2017-04,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624589,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-3015,rectal,Efm-129,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-129,Isolate,SRP341454,not available,Derivation,rectal,78,32,R,R,485A,32,R,R,144.759,1snp,172.901,105.661,34snp,121.254,0 snps,96.887,149.587,NA,NA,NA,NA,NA,NA,NA,S,S,41.516,129holes,NA,NA,NA,NA,19.962,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,42.818,39snp24holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347289,WGS,250,151825590,PRJNA771404,SAMN22135210,"Microbe\, viral or environmental",64977303,MASSACHUSETTS GENERAL HOSPITAL,2017-04,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624588,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-9085,rectal,Efm-128,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-128,Isolate,SRP341454,not available,Derivation,rectal,NF,32,R,R,485A,32,R,R,95.603,1snp,90.723,76.68,34snp,64.298,1snp,74.925,91.192,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,90.264,1snp,23.531,2snp,70.096,0 snps,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,23.595,2snp34holes,45.232,23snp,NA,NA,2.119,3snp,2,S,S,0,NA,NA
SRR16347290,WGS,263,91614353,PRJNA771404,SAMN22135209,"Microbe\, viral or environmental",44159856,MASSACHUSETTS GENERAL HOSPITAL,2017-04,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624587,USA,North America,USA: Boston,Homo sapiens,Illumina MiSeq,P-18831,rectal,Efm-127,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-127,Isolate,SRP341454,not available,Derivation,rectal,736,32,R,R,485A,32,R,R,36.799,1snp,37.993,33.157,34snp,47.674,1indel,31.964,36.854,NA,NA,NA,NA,NA,NA,NA,S,S,19.819,139holes,NA,NA,36.465,0 snps,22.947,2snp,40.373,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,20.142,1snp34holes,18.758,39snp176holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347291,WGS,263,136798764,PRJNA771404,SAMN22135208,"Microbe\, viral or environmental",61523653,MASSACHUSETTS GENERAL HOSPITAL,2017-04,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624586,USA,North America,USA: Boston,Homo sapiens,Illumina MiSeq,P-10360,induced sputum,Efm-126,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-126,Isolate,SRP341454,not available,Derivation,induced sputum,78,32,R,R,485A,32,R,R,64.53,1snp,75.433,61.093,34snp,73.347,0 snps,75.253,79.446,NA,NA,NA,NA,NA,NA,NA,S,S,41.12,129holes,NA,NA,NA,NA,39.045,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,40.413,44snp1indel71holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347292,WGS,263,940862120,PRJNA771404,SAMN22135207,"Microbe\, viral or environmental",420274980,MASSACHUSETTS GENERAL HOSPITAL,2017-04,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624585,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-14787,"abscess\, pelvic 2/2 acute diverticulitis",Efm-125,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-125,Isolate,SRP341454,not available,Derivation,"abscess, pelvic 2/2 acute diverticulitis",54,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,245.555,1snp,NA,NA,0.5,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347293,WGS,255,224328460,PRJNA771404,SAMN22135206,"Microbe\, viral or environmental",96312434,MASSACHUSETTS GENERAL HOSPITAL,2017-04,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX12624584,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-11015,rectal,Efm-124,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-124,Isolate,SRP341454,not available,Derivation,rectal,1579,32,R,R,485A,32,R,R,185.405,1snp,171.935,168.362,34snp,126.738,0 snps,117.056,173.825,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,191.286,1snp,41.573,2snp,131.563,13holes,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,33.194,1snp34holes,35.205,43snp143holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347294,WGS,255,185535317,PRJNA771404,SAMN22135205,"Microbe\, viral or environmental",86390199,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624583,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-8666,rectal,Efm-123,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-123,Isolate,SRP341454,not available,Derivation,rectal,1578,16,R,R,485A,32,R,R,51.607,0 snps,80.121,69.161,34snp,117.673,0 snps,65.02,84.123,NA,NA,NA,NA,NA,NA,NA,R,R,172.4,0 snps,NA,NA,54.108,0 snps,29.671,2snp,75.308,0 snps,8,R,R,8,R,R,Y,I,16,R,S,8,I,S,NA,NA,NA,NA,NA,NA,NA,NA,1,S,S,0,NA,NA
SRR16347295,WGS,264,171417139,PRJNA771404,SAMN22135204,"Microbe\, viral or environmental",78253638,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624582,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-6267,rectal,Efm-122,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-122,Isolate,SRP341454,not available,Derivation,rectal,117,NA,NA,R,485A,NA,R,R,75.058,0 snps,85.37,73.29,33snp1indel,96.037,0 snps,68.478,93.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.279,0 snps,26.824,2snp,53.943,0 snps,NA,NA,R,NA,NA,R,Y,I,NA,NA,NA,NA,NA,NA,NA,NA,33.9,55snp1indel,NA,NA,NA,NA,NA,NA,S,0,NA,NA
SRR16347296,WGS,261,281617283,PRJNA771404,SAMN22135203,"Microbe\, viral or environmental",129383139,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624581,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-17345,rectal,Efm-121,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-121,Isolate,SRP341454,not available,Derivation,rectal,1578,32,R,R,485A,32,R,R,79.488,0 snps,116.261,99.093,34snp,185.614,0 snps,112.297,130.703,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,NA,NA,115.521,0 snps,40.895,2snp,187.516,0 snps,8,R,R,8,R,R,Y,I,1,S,S,1,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347297,WGS,272,138665761,PRJNA771404,SAMN22135095,"Microbe\, viral or environmental",61321911,MASSACHUSETTS GENERAL HOSPITAL,2016-03,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624580,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-15852,rectal,Efm-13,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-13,Isolate,SRP341454,not available,Derivation,rectal,80,32,R,R,485A,32,R,R,23.956,1snp,32.726,27.292,34snp,57.488,1snp,25.953,33.472,NA,NA,NA,NA,NA,NA,NA,R,R,93.427,1snp,NA,NA,NA,NA,19.629,2snp,NA,NA,8,R,R,8,R,R,Y,I,16,R,R,16,R,S,NA,NA,NA,NA,39.392,0 snps,NA,NA,2,S,S,0,NA,NA
SRR16347298,WGS,260,186439383,PRJNA771404,SAMN22135202,"Microbe\, viral or environmental",85809717,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624579,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-8529,rectal,Efm-120,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-120,Isolate,SRP341454,not available,Derivation,rectal,412,NA,NA,R,485A,NA,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.967,2snp,NA,NA,NA,NA,R,NA,NA,R,Y,R,NA,NA,NA,NA,NA,NA,51.992,1snp34holes,88.144,17snp,NA,NA,NA,NA,NA,NA,S,0,NA,NA
SRR16347299,WGS,261,195473873,PRJNA771404,SAMN22135201,"Microbe\, viral or environmental",90057005,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624578,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-14180,rectal,Efm-119,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-119,Isolate,SRP341454,not available,Derivation,rectal,412,32,R,R,485A,32,R,R,39.572,1snp,47.141,43.025,34snp,NA,NA,44.806,55.068,NA,NA,NA,NA,NA,NA,NA,S,S,161.985,129holes,NA,NA,NA,NA,31.167,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,8,I,R,NA,NA,57.166,47snp1indel53holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347300,WGS,253,176078252,PRJNA771404,SAMN22135200,"Microbe\, viral or environmental",75726331,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624577,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-3440,rectal,Efm-118,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-118,Isolate,SRP341454,not available,Derivation,rectal,17,32,R,R,485A,32,R,R,128.713,1snp,118.957,101.869,33snp1indel,93.069,0 snps,81.641,111.526,NA,NA,NA,NA,NA,NA,NA,S,S,22.616,140holes,NA,NA,115.004,1snp,34.085,2snp,81.532,0 snps,8,R,R,8,R,R,Y,R,16,R,R,4,S,R,NA,NA,30.223,52snp1indel17holes,NA,NA,526.536,3snp,2,S,S,0,NA,NA
SRR16347301,WGS,281,237632459,PRJNA771404,SAMN22135199,"Microbe\, viral or environmental",100847742,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624576,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-13567,rectal,Efm-117,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-117,Isolate,SRP341454,not available,Derivation,rectal,80,32,R,R,485A,32,R,R,94.41,1snp,94.137,80.521,34snp,91.055,0 snps,62.133,89.401,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,25.244,2snp,NA,NA,8,R,R,8,R,R,I,I,16,R,R,16,R,R,33.9,1snp34holes,40.421,41snp161holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347302,WGS,252,162516918,PRJNA771404,SAMN22135198,"Microbe\, viral or environmental",70603343,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624575,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-15146,urine,Efm-116,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-116,Isolate,SRP341454,not available,Derivation,urine,736,16,R,R,485A,1,S,S,NA,NA,NA,NA,NA,51.507,0 snps,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,37.355,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,16,R,R,26.323,1snp34holes,25.53,52snp66holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347303,WGS,260,789967144,PRJNA771404,SAMN22135197,"Microbe\, viral or environmental",349334287,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX12624574,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-10815,blood,Efm-115,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-115,Isolate,SRP341454,not available,Derivation,blood,412,32,R,R,485A,32,R,R,499.455,1snp,536.341,497.546,33snp1indel,555.348,1snp,401.626,540.916,NA,NA,NA,NA,NA,NA,NA,S,S,204.804,129holes,NA,NA,546.545,0 snps,198.518,2snp,487.774,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,168.73,1snp34holes,290.047,17snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347304,WGS,281,216977173,PRJNA771404,SAMN22135196,"Microbe\, viral or environmental",90670295,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624573,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-13131,rectal,Efm-114,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-114,Isolate,SRP341454,not available,Derivation,rectal,18,32,R,R,485A,32,R,R,135.12,1snp,174.638,112.169,33snp1indel,113.277,0 snps,96.176,139.143,NA,NA,NA,NA,NA,NA,NA,S,S,46.914,87holes,NA,NA,122.239,0 snps,22.482,2snp,120.984,1indel,8,R,R,8,R,R,Y,R,1,S,R,0.5,S,R,NA,NA,34.457,41snp44holes,NA,NA,538.185,3snp,2,S,S,0,NA,NA
SRR16347305,WGS,281,144875347,PRJNA771404,SAMN22135195,"Microbe\, viral or environmental",60753277,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624572,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-19248,rectal,Efm-113,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-113,Isolate,SRP341454,not available,Derivation,rectal,736,32,R,R,485A,32,R,R,74.925,1snp,104.195,68.405,34snp,64.018,0 snps,52.039,74.005,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,66.094,0 snps,15.067,2snp,68.175,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,24.511,1snp34holes,28.533,37snp119holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347306,WGS,282,129957768,PRJNA771404,SAMN22135194,"Microbe\, viral or environmental",54239355,MASSACHUSETTS GENERAL HOSPITAL,2017-03,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624571,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-1412,rectal,Efm-112,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-112,Isolate,SRP341454,not available,Derivation,rectal,736,32,R,R,485A,32,R,R,64.342,1snp,93.287,61.711,34snp,62.281,0 snps,57.544,82.005,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,65.495,0 snps,10.805,2snp,68.37,1indel,8,R,R,8,R,R,R,R,16,R,R,NA,NA,NA,16.768,1snp34holes,21.033,43snp115holes,NA,NA,NA,NA,2,S,S,0,NA,NA
