Assembly,Level,WGS,BioSample,Strain,Taxonomy,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
GCA_013193715.1,Contig,JABKUH000000000,SAMN14932479,1610743,Streptococcus suis,1,Canada,SYS-OTHER,3,Pig,2014,2,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193685.1,Contig,JABKUG000000000,SAMN14932478,1607744,Streptococcus suis,5,Canada,UNKNOWN,5,Pig,2014,16,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193665.1,Contig,JABKUF000000000,SAMN14932477,1607743,Streptococcus suis,1,Canada,UNKNOWN,4,Pig,2014,16,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.06,1,4,0.12,no,yes,yes,no,no,no
GCA_013193655.1,Contig,JABKUJ000000000,SAMN14932481,1614720,Streptococcus suis,8,Canada,UNKNOWN,16,Pig,2014,0.06,8,1,128,64,no,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,yes,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,2,0.12,no,yes,yes,no,no,no
GCA_013193625.1,Contig,JABKUK000000000,SAMN14932482,1615460,Streptococcus suis,10,Canada,SYS-OTHER,NA,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.06,0.12,0.03,no,no,no,no,no,no
GCA_013193615.1,Contig,JABKUL000000000,SAMN14932483,1615461,Streptococcus suis,1,Canada,SYS-BRAIN,9,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193585.1,Contig,JABKUV000000000,SAMN14932493,1644048,Streptococcus suis,4,Canada,SYS-OTHER,1,Pig,2014,0.03,8,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193565.1,Contig,JABKUU000000000,SAMN14932492,1637946,Streptococcus suis,1,Canada,SYS-OTHER,5,Pig,2014,0.06,8,1,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193545.1,Contig,JABKUX000000000,SAMN14932495,1650132,Streptococcus suis,26,Canada,SYS-OTHER,01-Feb,Pig,2014,0.03,4,0.5,128,16,no,no,no,yes,no,no,no,no,yes,yes,0.25,0.5,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,256,no,no,no,yes,yes,no,no,no,0.12,no,no,no,no,1,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013193525.1,Contig,JABKUY000000000,SAMN14932496,1651929,Streptococcus suis,26,Canada,RESP,2,Pig,2014,4,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013193515.1,Contig,JABKVA000000000,SAMN14932498,1654537,Streptococcus suis,26,Canada,RESP,01-Feb,Pig,2014,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013193495.1,Contig,JABKUZ000000000,SAMN14932497,1652716,Streptococcus suis,1,Canada,SYS-BRAIN,4,Pig,2014,16,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193475.1,Contig,JABKVC000000000,SAMN14932500,1659834,Streptococcus suis,4,Canada,SYS-OTHER,1,Pig,2014,0.06,8,1,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193425.1,Contig,JABKVB000000000,SAMN14932499,1656890,Streptococcus suis,1,Canada,SYS-OTHER,3,Pig,2014,2,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193415.1,Contig,JABKVF000000000,SAMN14932503,1665815,Streptococcus suis,19,Canada,SYS-OTHER,NA,Pig,2014,32,128,256,128,2,yes,no,no,yes,no,yes,no,no,yes,no,0.5,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,yes,yes,yes,no,no,no,0.06,no,no,no,no,2,no,0.12,0.12,1,2,yes,no,yes,no,no,no
GCA_013193405.1,Contig,JABKVD000000000,SAMN14932501,1661949,Streptococcus suis,25,Canada,SYS-OTHER,01-Feb,Pig,2014,0.03,2,0.5,0.12,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,16,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,0.5,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013193395.1,Contig,JABKVE000000000,SAMN14932502,1665814,Streptococcus suis,1,Canada,SYS-OTHER,4,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193375.1,Contig,JABKVG000000000,SAMN14932504,1666725,Streptococcus suis,27,Canada,SYS-OTHER,2,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,4,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013193315.1,Contig,JABKSB000000000,SAMN14932421,1171239,Streptococcus suis,21,Canada,SYS-OTHER,NA,Pig,2009,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,128,16,no,yes,yes,no,yes,no,no,no,yes,no,no,512,no,no,no,yes,no,no,no,no,4,yes,no,no,no,2,no,0.06,0.12,2,4,yes,yes,yes,no,no,yes
GCA_013193345.1,Contig,JABKSC000000000,SAMN14932422,1191316,Streptococcus suis,21,Canada,SYS-BRAIN,28,Pig,2009,0.03,4,0.5,2,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,4,0.5,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,1,no,0.03,0.12,0.5,0.25,yes,no,yes,no,no,no
GCA_013193305.1,Contig,JABKSQ000000000,SAMN14932436,1456898,Streptococcus suis,21,Canada,UNKNOWN,NA,Pig,2013,8,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,16,yes,no,no,no,2,no,0.03,0.12,1,4,yes,yes,yes,no,no,yes
GCA_013193295.1,Contig,JABKSR000000000,SAMN14932437,1462648,Streptococcus suis,4,Canada,SYS-OTHER,14,Pig,2013,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193275.1,Contig,JABKTG000000000,SAMN14932452,1495917,Streptococcus suis,16,Canada,SYS-OTHER,NA,Pig,2013,32,128,256,128,2,yes,no,no,no,no,yes,yes,yes,no,no,0.5,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,2,yes,no,no,no,2,no,2,0.5,8,2,yes,yes,no,yes,yes,yes
GCA_013193245.1,Contig,JABKSS000000000,SAMN14932438,1463646,Streptococcus suis,4,Canada,SYS-BRAIN,14,Pig,2013,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193195.1,Contig,JABKUP000000000,SAMN14932487,1622145,Streptococcus suis,21,Canada,RESP,28,Pig,2014,16,128,256,128,8,yes,no,no,yes,no,no,no,no,yes,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,256,no,no,no,yes,no,no,no,no,1,yes,no,no,no,2,no,0.5,0.25,8,16,yes,no,yes,no,no,no
GCA_013193215.1,Contig,JABKTH000000000,SAMN14932453,1505307,Streptococcus suis,13,Canada,UNKNOWN,16,Pig,2013,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.25,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,0.12,yes,no,no,no,2,no,0.06,0.12,2,2,yes,yes,yes,no,no,yes
GCA_013193205.1,Contig,JABKUA000000000,SAMN14932472,1602954,Streptococcus suis,5,Canada,RESP,8,Pig,2014,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193175.1,Contig,JABKVI000000000,SAMN14932506,1667796,Streptococcus suis,27,Canada,SYS-BRAIN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,2,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193155.1,Contig,JABKVH000000000,SAMN14932505,1666727,Streptococcus suis,4,Canada,SYS-OTHER,14,Pig,2014,0.03,8,1,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013193115.1,Contig,JABKTI000000000,SAMN14932454,1506978,Streptococcus suis,10,Canada,SYS-BRAIN,NA,Pig,2013,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193135.1,Contig,JABKTJ000000000,SAMN14932455,1506989,Streptococcus suis,8,Canada,SYS-OTHER,16,Pig,2013,8,128,256,128,0.12,yes,no,no,no,no,yes,no,no,no,no,0.5,1,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,32,no,no,no,no,yes,no,no,no,0.25,yes,no,no,no,2,no,0.06,1,4,1,yes,yes,yes,no,no,yes
GCA_013193095.1,Contig,JABKUB000000000,SAMN14932473,1602956,Streptococcus suis,1,Canada,SYS-OTHER,4,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013193065.1,Contig,JABKTZ000000000,SAMN14932471,1602952,Streptococcus suis,9,Canada,RESP,NA,Pig,2014,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,32,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.06,0.03,0.25,1,yes,yes,yes,no,no,yes
GCA_013193045.1,Contig,JABKTX000000000,SAMN14932469,1602949,Streptococcus suis,10,Canada,SYS-OTHER,1,Pig,2014,0.03,0.25,0.5,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.008,0.25,no,no,no,0.06,0.03,no,no,no,no,no,no,no,no,no,no,no,1,no,no,no,no,no,no,no,no,0.03,no,no,no,no,0.5,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013193025.1,Contig,JABKTY000000000,SAMN14932470,1602951,Streptococcus suis,27,Canada,RESP,2,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,4,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013193015.1,Contig,JABKSD000000000,SAMN14932423,1193601,Streptococcus suis,8,Canada,SYS-BRAIN,NA,Pig,2009,32,128,256,128,0.12,yes,no,no,no,no,no,no,no,no,no,0.5,2,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192995.1,Contig,JABKSP000000000,SAMN14932435,1442765,Streptococcus suis,8,Canada,SYS-OTHER,16,Pig,2012,2,128,256,64,8,yes,no,no,no,no,yes,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,64,no,no,no,no,yes,no,no,no,8,yes,yes,no,no,2,no,0.06,0.06,1,0.5,yes,no,yes,no,no,no
GCA_013192965.1,Contig,JABLRO000000000,SAMN14933472,SS38,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2006,32,1024,256,128,0.25,yes,no,no,no,no,no,no,no,no,no,2,0.5,no,no,no,128,8,yes,yes,no,no,no,yes,no,no,no,no,no,256,no,yes,no,no,yes,no,no,no,4,no,no,yes,no,2,no,0.015,0.03,0.25,0.031,no,no,no,no,no,no
GCA_013192945.1,Contig,JABKWN000000000,SAMN14932537,93-2042-4514,Streptococcus suis,1,Canada,RESP,NA,Pig,1993,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192925.1,Contig,JABKUM000000000,SAMN14932484,1615892,Streptococcus suis,14,Canada,UNKNOWN,9,Pig,2014,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,yes,no,no,no,no,no
GCA_013192915.1,Contig,JABKUI000000000,SAMN14932480,1611505,Streptococcus suis,4,Canada,SYS-OTHER,14,Pig,2014,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013192895.1,Contig,JABKUN000000000,SAMN14932485,1619952,Streptococcus suis,4,Canada,SYS-BRAIN,1,Pig,2014,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013192865.1,Contig,JABKUO000000000,SAMN14932486,1621705,Streptococcus suis,21,Canada,SYS-OTHER,NA,Pig,2014,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,32,yes,yes,no,no,2,no,0.06,0.06,1,2,yes,yes,yes,no,no,yes
GCA_013192855.1,Contig,JABKUT000000000,SAMN14932491,1636820,Streptococcus suis,27,Canada,SYS-OTHER,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192825.1,Contig,JABKUQ000000000,SAMN14932488,1628469,Streptococcus suis,18,Canada,SYS-BRAIN,NA,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,4,no,0.03,0.06,0.5,0.06,no,no,yes,no,no,no
GCA_013192815.1,Contig,JABKUW000000000,SAMN14932494,1650131,Streptococcus suis,25,Canada,SYS-OTHER,2,Pig,2014,0.06,4,0.5,128,32,no,no,no,yes,no,no,no,no,yes,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,no,no,no,no,0.12,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192785.1,Contig,JABKVL000000000,SAMN14932509,88-2775,Streptococcus suis,21,Canada,RESP,13,Pig,1988,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.25,1,yes,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.06,0.06,1,4,yes,yes,yes,no,no,yes
GCA_013192765.1,Contig,JABKVM000000000,SAMN14932510,88-4127,Streptococcus suis,30,Canada,NON-CLINICAL,NA,Pig,1988,0.03,4,0.25,128,64,no,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,no,no,no,no,1,yes,no,no,no,2,no,0.06,0.12,8,4,yes,yes,yes,no,no,yes
GCA_013192745.1,Contig,JABKVK000000000,SAMN14932508,87-4647,Streptococcus suis,10,Canada,UNKNOWN,NA,Pig,1987,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192735.1,Contig,JABKVQ000000000,SAMN14932514,89-289,Streptococcus suis,9,Canada,UNKNOWN,9,Pig,1989,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,no,no,no,no,0.06,no,no,no,no,2,no,0.06,0.06,1,2,yes,yes,yes,no,no,yes
GCA_013192715.1,Contig,JABKVN000000000,SAMN14932511,88-5454A,Streptococcus suis,25,Canada,RESP,3,Pig,1988,0.06,4,2,0.12,0.5,no,no,no,no,no,no,no,no,no,no,0.12,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192685.1,Contig,JABKVO000000000,SAMN14932512,89-1591,Streptococcus suis,27,Canada,SYS-OTHER,2,Pig,1989,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192675.1,Contig,JABKVP000000000,SAMN14932513,89-1824,Streptococcus suis,2,Canada,SYS-BRAIN,19,Pig,1989,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.12,0.5,yes,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.06,0.5,0.25,yes,no,yes,no,no,no
GCA_013192655.1,Contig,JABKVS000000000,SAMN14932516,89-4223,Streptococcus suis,26,Canada,RESP,2,Pig,1989,0.03,8,0.5,0.06,0.12,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192625.1,Contig,JABKVT000000000,SAMN14932517,89-4294,Streptococcus suis,2,Canada,RESP,19,Pig,1989,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,yes,0.12,0.5,yes,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.06,yes,no,no,no,no,no
GCA_013192615.1,Contig,JABKVR000000000,SAMN14932515,89-4004,Streptococcus suis,26,Canada,RESP,01-Feb,Pig,1989,0.06,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192585.1,Contig,JABKVU000000000,SAMN14932518,89-5046,Streptococcus suis,27,Canada,SYS-BRAIN,2,Pig,1989,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,128,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,no,no,no,no,4,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192575.1,Contig,JABKWB000000000,SAMN14932525,90-3615-2,Streptococcus suis,10,Canada,SYS-OTHER,11,Pig,1990,32,128,256,128,2,yes,no,yes,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.06,0.25,2,2,yes,yes,yes,no,no,no
GCA_013192545.1,Contig,JABKWC000000000,SAMN14932526,90-4400,Streptococcus suis,8,Canada,RESP,NA,Pig,1990,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,no,no,no,no,32,yes,yes,no,no,2,no,0.06,0.12,2,0.5,yes,yes,yes,no,no,no
GCA_013192535.1,Contig,JABKVV000000000,SAMN14932519,89-5189,Streptococcus suis,10,Canada,UNKNOWN,NA,Pig,1989,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.06,no,no,no,no,no,no
GCA_013192495.1,Contig,JABKWF000000000,SAMN14932529,91-1174,Streptococcus suis,10,Canada,RESP,1,Pig,1991,0.03,16,1,2,8,no,no,no,no,no,no,no,no,no,no,0.12,0.25,no,no,no,0.12,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013192485.1,Contig,JABKWD000000000,SAMN14932527,90-4517-4,Streptococcus suis,10,Canada,RESP,11,Pig,1990,16,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,yes,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.5,2,yes,no,yes,no,no,no
GCA_013192475.1,Contig,JABKWH000000000,SAMN14932531,91-175B-2156,Streptococcus suis,25,Canada,RESP,01-Feb,Pig,1991,0.06,4,0.5,0.25,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
