data_source,sample_name,isolate_name,fraction,CIP,CLI,CXM,ERY,GEN,LEV,MET,MOX,OXA,PEN,TET,run_accession
patric,SAMN02404247,1422664.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1322184
patric,SAMN02404248,1422665.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1213114
patric,SAMN02404248,1422665.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1530997
patric,SAMN02404249,1422666.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293499
patric,SAMN02404249,1422666.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531030
patric,SAMN02404250,1422667.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293498
patric,SAMN02404250,1422667.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293652
patric,SAMN02404251,1422668.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1302916
patric,SAMN02404251,1422668.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1324587
patric,SAMN02404252,1422669.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1213116
patric,SAMN02404252,1422669.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293570
patric,SAMN02404253,1422670.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1213076
patric,SAMN02404253,1422670.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531012
patric,SAMN02404254,1422671.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1213119
patric,SAMN02404254,1422671.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1530995
patric,SAMN02404255,1422672.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293396
patric,SAMN02404255,1422672.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531020
patric,SAMN02404256,1422673.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1212967
patric,SAMN02404256,1422673.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293611
patric,SAMN02404257,1422674.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293379
patric,SAMN02404257,1422674.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531026
patric,SAMN02404258,1422675.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1302894
patric,SAMN02404258,1422675.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1324588
patric,SAMN02404259,1422676.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303467
patric,SAMN02404260,1422677.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293502
patric,SAMN02404260,1422677.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293508
patric,SAMN02404261,1422678.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293391
patric,SAMN02404261,1422678.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293417
patric,SAMN02404262,1422679.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303300
patric,SAMN02404262,1422679.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1309448
patric,SAMN02404263,1422680.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1293384
patric,SAMN02404263,1422680.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531013
patric,SAMN02404264,1422681.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1212974
patric,SAMN02404264,1422681.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531022
patric,SAMN02404265,1422682.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1212976
patric,SAMN02404265,1422682.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531027
patric,SAMN02404266,1422683.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303578
patric,SAMN02404267,1422684.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303301
patric,SAMN02404268,1422685.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303299
patric,SAMN02404269,1422686.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303571
patric,SAMN02404270,1422687.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303481
patric,SAMN02404270,1422687.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1307721
patric,SAMN02404271,1422688.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1212964
patric,SAMN02404271,1422688.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1212965
patric,SAMN02404272,1422689.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1302885
patric,SAMN02404273,1422690.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328277
patric,SAMN02404273,1422690.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342138
patric,SAMN02404274,1422691.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326244
patric,SAMN02404274,1422691.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346227
patric,SAMN02404275,1422692.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330202
patric,SAMN02404275,1422692.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346374
patric,SAMN02404276,1422693.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326316
patric,SAMN02404276,1422693.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340413
patric,SAMN02404277,1422694.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329265
patric,SAMN02404277,1422694.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342117
patric,SAMN02404278,1422695.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330243
patric,SAMN02404278,1422695.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342323
patric,SAMN02404279,1422696.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329289
patric,SAMN02404279,1422696.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342377
patric,SAMN02404280,1422697.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303235
patric,SAMN02404281,1422698.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330398
patric,SAMN02404281,1422698.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330421
patric,SAMN02404282,1422699.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303570
patric,SAMN02404283,1422700.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326945
patric,SAMN02404283,1422700.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340407
patric,SAMN02404284,1422701.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330415
patric,SAMN02404284,1422701.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330426
patric,SAMN02404285,1422702.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328306
patric,SAMN02404285,1422702.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344798
patric,SAMN02404286,1422703.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329290
patric,SAMN02404286,1422703.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342159
patric,SAMN02404287,1422704.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330227
patric,SAMN02404287,1422704.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330245
patric,SAMN02404288,1422705.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328290
patric,SAMN02404288,1422705.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342340
patric,SAMN02404289,1422706.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326958
patric,SAMN02404289,1422706.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344765
patric,SAMN02404290,1422707.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329300
patric,SAMN02404290,1422707.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346371
patric,SAMN02404291,1422708.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329259
patric,SAMN02404291,1422708.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346360
patric,SAMN02404292,1422709.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303403
patric,SAMN02404293,1422710.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303237
patric,SAMN02404294,1422711.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303471
patric,SAMN02404295,1422712.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329287
patric,SAMN02404295,1422712.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329293
patric,SAMN02404296,1422713.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303491
patric,SAMN02404297,1422714.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329850
patric,SAMN02404297,1422714.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330263
patric,SAMN02404298,1422715.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330254
patric,SAMN02404298,1422715.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330406
patric,SAMN02404299,1422716.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328180
patric,SAMN02404299,1422716.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342130
patric,SAMN02404300,1422717.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330244
patric,SAMN02404300,1422717.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330256
patric,SAMN02404301,1422718.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330403
patric,SAMN02404301,1422718.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330422
patric,SAMN02404302,1422719.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330226
patric,SAMN02404302,1422719.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330271
patric,SAMN02404303,1422720.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328300
patric,SAMN02404303,1422720.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344781
patric,SAMN02404304,1422721.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303632
patric,SAMN02404305,1422722.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326965
patric,SAMN02404305,1422722.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342169
patric,SAMN02404306,1422723.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330216
patric,SAMN02404306,1422723.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342188
patric,SAMN02404307,1422724.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326991
patric,SAMN02404307,1422724.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342344
patric,SAMN02404308,1422725.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330215
patric,SAMN02404308,1422725.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346372
patric,SAMN02404309,1422726.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328190
patric,SAMN02404309,1422726.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342291
patric,SAMN02404310,1422727.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329809
patric,SAMN02404310,1422727.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330238
patric,SAMN02404311,1422728.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328189
patric,SAMN02404311,1422728.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328193
patric,SAMN02404312,1422729.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330232
patric,SAMN02404312,1422729.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330255
patric,SAMN02404313,1422730.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329262
patric,SAMN02404313,1422730.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342362
patric,SAMN02404314,1422731.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329260
patric,SAMN02404314,1422731.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342165
patric,SAMN02404315,1422732.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328185
patric,SAMN02404315,1422732.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328272
patric,SAMN02404316,1422733.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329282
patric,SAMN02404316,1422733.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344705
patric,SAMN02404317,1422734.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330417
patric,SAMN02404317,1422734.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330424
patric,SAMN02404318,1422735.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303233
patric,SAMN02404319,1422736.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329296
patric,SAMN02404319,1422736.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1347542
patric,SAMN02404320,1422737.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303428
patric,SAMN02404321,1422738.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326950
patric,SAMN02404321,1422738.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344711
patric,SAMN02404322,1422739.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329228
patric,SAMN02404322,1422739.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344794
patric,SAMN02404323,1422740.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329236
patric,SAMN02404323,1422740.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342189
patric,SAMN02404324,1422741.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330222
patric,SAMN02404324,1422741.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330259
patric,SAMN02404325,1422742.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326996
patric,SAMN02404325,1422742.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342283
patric,SAMN02404326,1422743.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303425
patric,SAMN02404327,1422744.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303573
patric,SAMN02404328,1422745.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330239
patric,SAMN02404328,1422745.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344774
patric,SAMN02404329,1422746.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1302917
patric,SAMN02404330,1422747.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328319
patric,SAMN02404330,1422747.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342131
patric,SAMN02404331,1422748.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326992
patric,SAMN02404331,1422748.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340401
patric,SAMN02404332,1422749.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330277
patric,SAMN02404332,1422749.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330410
patric,SAMN02404333,1422750.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329305
patric,SAMN02404333,1422750.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342141
patric,SAMN02404334,1422751.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329241
patric,SAMN02404334,1422751.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342201
patric,SAMN02404335,1422752.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330231
patric,SAMN02404335,1422752.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1346369
patric,SAMN02404336,1422753.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326995
patric,SAMN02404336,1422753.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342338
patric,SAMN02404337,1422754.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326937
patric,SAMN02404337,1422754.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1346414
patric,SAMN02404338,1422755.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303415
patric,SAMN02404339,1422756.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330279
patric,SAMN02404339,1422756.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330282
patric,SAMN02404340,1422757.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330396
patric,SAMN02404340,1422757.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330399
patric,SAMN02404341,1422758.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303419
patric,SAMN02404342,1422759.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303565
patric,SAMN02404343,1422760.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1328172
patric,SAMN02404343,1422760.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1346362
patric,SAMN02404344,1422761.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326942
patric,SAMN02404344,1422761.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326972
patric,SAMN02404345,1422762.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330221
patric,SAMN02404345,1422762.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330418
patric,SAMN02404346,1422763.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329232
patric,SAMN02404346,1422763.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329281
patric,SAMN02404347,1422764.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330249
patric,SAMN02404347,1422764.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1346366
patric,SAMN02404348,1422765.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326984
patric,SAMN02404348,1422765.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1344787
patric,SAMN02404349,1422766.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329270
patric,SAMN02404349,1422766.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342149
patric,SAMN02404350,1422767.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330206
patric,SAMN02404350,1422767.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1346410
patric,SAMN02404351,1422768.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303302
patric,SAMN02404352,1422769.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1328182
patric,SAMN02404352,1422769.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342287
patric,SAMN02404353,1422770.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1328294
patric,SAMN02404353,1422770.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1328324
patric,SAMN02404354,1422771.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329292
patric,SAMN02404354,1422771.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342332
patric,SAMN02404355,1422772.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326315
patric,SAMN02404355,1422772.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1346402
patric,SAMN02404356,1422773.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329856
patric,SAMN02404356,1422773.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330223
patric,SAMN02404357,1422774.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326990
patric,SAMN02404357,1422774.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1340415
patric,SAMN02404358,1422775.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330217
patric,SAMN02404358,1422775.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342333
patric,SAMN02404360,1422777.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326956
patric,SAMN02404360,1422777.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1340400
patric,SAMN02404361,1422778.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326948
patric,SAMN02404361,1422778.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342361
patric,SAMN02404362,1422779.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329286
patric,SAMN02404362,1422779.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342182
patric,SAMN02404363,1422780.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303498
patric,SAMN02404364,1422781.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330201
patric,SAMN02404364,1422781.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330253
patric,SAMN02404365,1422782.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326993
patric,SAMN02404365,1422782.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342288
patric,SAMN02404366,1422783.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330220
patric,SAMN02404366,1422783.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330240
patric,SAMN02404367,1422784.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303500
patric,SAMN02404368,1422785.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303531
patric,SAMN02404369,1422786.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329308
patric,SAMN02404369,1422786.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342290
patric,SAMN02404370,1422787.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329227
patric,SAMN02404370,1422787.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1344704
patric,SAMN02404371,1422788.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303557
patric,SAMN02404372,1422789.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303577
patric,SAMN02404373,1422790.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326985
patric,SAMN02404373,1422790.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1344681
patric,SAMN02404374,1422791.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326977
patric,SAMN02404374,1422791.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342366
patric,SAMN02404375,1422792.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329277
patric,SAMN02404375,1422792.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342343
patric,SAMN02404376,1422793.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303538
patric,SAMN02404377,1422794.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329973
patric,SAMN02404377,1422794.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1344764
patric,SAMN02404378,1422795.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326187
patric,SAMN02404378,1422795.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1346353
patric,SAMN02404379,1422796.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1329299
patric,SAMN02404379,1422796.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1344801
patric,SAMN02404380,1422797.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1326314
patric,SAMN02404380,1422797.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1342180
patric,SAMN02404381,1422798.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330397
patric,SAMN02404381,1422798.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1330407
patric,SAMN02404382,1422799.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1328327
