PATRIC ID,Run Accession,Genome Name,Publication,Ampicillin,Amoxicillin-Clavulanate,Ceftriaxone,Chloramphenicol,Sulfisoxazole,Cefoxitin,Gentamycin,Kanamycin,Streptomycin,Tetracycline,Ceftiofur
590.14946,SRR3295814,Salmonella enterica SRR3295814,30333126,<=1,<=1,<=0.25,8,128,4,1,,>64,>32,1
590.14959,SRR3295815,Salmonella enterica SRR3295815,30333126,<=1,<=1,<=0.25,>32,>256,2,1,,>64,>32,1
590.14986,SRR3295817,Salmonella enterica SRR3295817,30333126,>32,>32,16,8,>256,>32,0.5,,8,>32,>8
590.15025,SRR3295821,Salmonella enterica SRR3295821,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,>64,<=4,0.5
590.15036,SRR3295822,Salmonella enterica SRR3295822,30333126,>32,2,8,>32,>256,4,>16,,>64,>32,4
590.15082,SRR3295825,Salmonella enterica SRR3295825,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,,4,>32,0.5
590.15093,SRR3295826,Salmonella enterica SRR3295826,30333126,<=1,<=1,<=0.25,8,128,4,1,,16,>32,1
590.15106,SRR3295827,Salmonella enterica SRR3295827,30333126,>32,16,<=0.25,8,>256,2,0.5,,16,<=4,0.5
590.15134,SRR3295829,Salmonella enterica SRR3295829,30333126,<=1,<=1,<=0.25,8,>256,4,1,,>64,>32,1
590.15146,SRR3295830,Salmonella enterica SRR3295830,30333126,<=1,<=1,<=0.25,8,32,4,1,,8,<=4,1
590.15157,SRR3295831,Salmonella enterica SRR3295831,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,8,>32,1
590.15204,SRR3295834,Salmonella enterica SRR3295834,30333126,2,2,<=0.25,16,64,16,1,,16,<=4,2
590.15214,SRR3295835,Salmonella enterica SRR3295835,30333126,>32,>32,32,>32,>256,>32,0.5,,>64,>32,>8
590.15223,SRR3295836,Salmonella enterica SRR3295836,30333126,2,<=1,<=0.25,8,64,8,0.5,,8,>32,2
590.15231,SRR3295837,Salmonella enterica SRR3295837,30333126,>32,>32,16,>32,>256,32,0.5,,>64,>32,>8
590.1524,SRR3295838,Salmonella enterica SRR3295838,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,16,>32,1
590.15281,SRR3295841,Salmonella enterica SRR3295841,30333126,2,<=1,<=0.25,16,>256,8,0.5,,>64,>32,2
590.15331,SRR3295844,Salmonella enterica SRR3295844,30333126,<=1,<=1,<=0.25,16,>256,4,1,,>64,>32,1
590.15371,SRR3295847,Salmonella enterica SRR3295847,30333126,2,2,<=0.25,16,32,16,1,,>64,>32,2
590.15397,SRR3295849,Salmonella enterica SRR3295849,30333126,<=1,<=1,<=0.25,4,>256,2,0.5,,32,>32,1
590.15416,SRR3295850,Salmonella enterica SRR3295850,30333126,<=1,<=1,<=0.25,8,64,4,1,,8,>32,1
590.15435,SRR3295851,Salmonella enterica SRR3295851,30333126,>32,>32,32,16,128,>32,1,,8,>32,>8
590.15479,SRR3295854,Salmonella enterica SRR3295854,30333126,<=1,<=1,<=0.25,32,32,4,0.5,,8,<=4,1
590.1551,SRR3295856,Salmonella enterica SRR3295856,30333126,<=1,<=1,<=0.25,8,>256,4,1,,>64,>32,1
590.15528,SRR3295857,Salmonella enterica SRR3295857,30333126,>32,8,<=0.25,8,32,4,>16,,>64,>32,1
590.15539,SRR3295858,Salmonella enterica SRR3295858,30333126,<=1,<=1,<=0.25,8,64,4,1,,8,>32,1
590.15554,SRR3295859,Salmonella enterica SRR3295859,30333126,<=1,<=1,<=0.25,8,128,4,0.5,,8,>32,1
590.15569,SRR3295860,Salmonella enterica SRR3295860,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,8,>32,1
590.15589,SRR3295861,Salmonella enterica SRR3295861,30333126,<=1,<=1,<=0.25,4,>256,2,>16,,>64,<=4,0.5
590.15594,SRR3295862,Salmonella enterica SRR3295862,30333126,<=1,<=1,<=0.25,8,64,4,1,,8,>32,1
590.15611,SRR3295863,Salmonella enterica SRR3295863,30333126,<=1,<=1,<=0.25,4,<=16,4,0.5,,8,>32,1
590.15687,SRR3295868,Salmonella enterica SRR3295868,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,>64,<=4,0.5
590.1571,SRR3295870,Salmonella enterica SRR3295870,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,8,<=4,0.5
590.15724,SRR3295871,Salmonella enterica SRR3295871,30333126,<=1,<=1,<=0.25,8,128,4,0.5,,16,>32,1
590.15748,SRR3295873,Salmonella enterica SRR3295873,30333126,>32,8,<=0.25,8,64,8,>16,,64,>32,1
590.15781,SRR3295875,Salmonella enterica SRR3295875,30333126,2,2,<=0.25,8,<=16,8,1,,>64,<=4,2
590.15795,SRR3295876,Salmonella enterica SRR3295876,30333126,<=1,<=1,<=0.25,4,>256,4,<=0.25,,4,>32,1
590.15805,SRR3295877,Salmonella enterica SRR3295877,30333126,>32,>32,32,8,>256,>32,>16,,>64,>32,>8
590.15818,SRR3295878,Salmonella enterica SRR3295878,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,16,32,1
590.15846,SRR3295880,Salmonella enterica SRR3295880,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.15877,SRR3295882,Salmonella enterica SRR3295882,30333126,<=1,<=1,<=0.25,8,>256,2,0.5,,4,>32,0.5
590.15908,SRR3295885,Salmonella enterica SRR3295885,30333126,>32,>32,32,8,32,>32,0.5,,64,<=4,>8
590.15913,SRR3295886,Salmonella enterica SRR3295886,30333126,<=1,<=1,<=0.25,8,>256,2,<=0.25,,4,>32,0.5
590.1594,SRR3295888,Salmonella enterica SRR3295888,30333126,>32,>32,64,8,>256,32,16,,>64,<=4,>8
590.15949,SRR3295889,Salmonella enterica SRR3295889,30333126,2,2,<=0.25,>32,>256,4,>16,,>64,>32,0.5
590.15962,SRR3295890,Salmonella enterica SRR3295890,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.15997,SRR3295893,Salmonella enterica SRR3295893,30333126,2,<=1,<=0.25,8,>256,2,1,,8,>32,1
 590.11954*,SRR3295894,,,<=1,<=1,<=0.25,8,>256,4,0.5,,>64,<=4,1
590.16023,SRR3295896,Salmonella enterica SRR3295896,30333126,<=1,<=1,<=0.25,8,>256,2,0.5,,32,>32,0.5
590.16053,SRR3295898,Salmonella enterica SRR3295898,30333126,<=1,<=1,<=0.25,8,>256,8,0.5,,16,>32,1
590.17891,SRR3295899,Salmonella enterica SRR3295899,30333126,>32,>32,4,8,>256,16,8,,64,>32,8
590.16073,SRR3295900,Salmonella enterica SRR3295900,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,8,32,0.5
590.16091,SRR3295901,Salmonella enterica SRR3295901,30333126,16,2,<=0.25,>32,>256,4,0.5,,>64,>32,0.5
590.16123,SRR3295903,Salmonella enterica SRR3295903,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,>64,<=4,0.5
590.1613,SRR3295904,Salmonella enterica SRR3295904,30333126,>32,>32,64,>32,>256,>32,>16,,>64,>32,>8
590.16144,SRR3295905,Salmonella enterica SRR3295905,30333126,<=1,<=1,<=0.25,8,64,4,16,,>64,>32,1
590.16151,SRR3295906,Salmonella enterica SRR3295906,30333126,<=1,<=1,<=0.25,8,64,4,1,,>64,>32,1
590.16185,SRR3295909,Salmonella enterica SRR3295909,30333126,2,<=1,<=0.25,8,<=16,4,0.5,,8,>32,1
590.16294,SRR3295917,Salmonella enterica SRR3295917,30333126,<=1,<=1,<=0.25,8,>256,4,16,,32,>32,1
590.16359,SRR3295921,Salmonella enterica SRR3295921,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,4,>32,1
590.16373,SRR3295922,Salmonella enterica SRR3295922,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,8,>32,1
590.16413,SRR3295924,Salmonella enterica SRR3295924,30333126,<=1,<=1,<=0.25,8,>256,2,0.5,,>64,>32,1
590.16451,SRR3295926,Salmonella enterica SRR3295926,30333126,>32,16,<=0.25,>32,>256,4,16,,>64,>32,2
590.16472,SRR3295928,Salmonella enterica SRR3295928,30333126,2,2,<=0.25,4,32,8,0.5,,>64,>32,1
590.16492,SRR3295929,Salmonella enterica SRR3295929,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,32,>32,1
590.16547,SRR3295933,Salmonella enterica SRR3295933,30333126,>32,8,<=0.25,8,32,4,>16,,32,<=4,1
590.16588,SRR3295937,Salmonella enterica SRR3295937,30333126,>32,>32,16,>32,>256,32,0.5,,>64,>32,>8
590.16603,SRR3295938,Salmonella enterica SRR3295938,30333126,>32,8,<=0.25,8,>256,2,0.5,,>64,>32,1
590.16617,SRR3295939,Salmonella enterica SRR3295939,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,>64,<=4,0.5
590.16636,SRR3295940,Salmonella enterica SRR3295940,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,>64,<=4,1
590.16646,SRR3295941,Salmonella enterica SRR3295941,30333126,>32,8,<=0.25,>32,>256,8,0.5,,>64,>32,1
590.16654,SRR3295942,Salmonella enterica SRR3295942,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,8,>32,1
590.16667,SRR3295943,Salmonella enterica SRR3295943,30333126,<=1,<=1,<=0.25,16,>256,4,0.5,,>64,>32,1
590.16757,SRR3295948,Salmonella enterica SRR3295948,30333126,>32,8,<=0.25,8,>256,4,0.5,,64,>32,1
590.16818,SRR3295951,Salmonella enterica SRR3295951,30333126,>32,16,<=0.25,>32,>256,2,1,,>64,32,1
590.16851,SRR3295953,Salmonella enterica SRR3295953,30333126,>32,8,<=0.25,16,64,8,0.5,,16,>32,2
590.16897,SRR3295957,Salmonella enterica SRR3295957,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,64,<=4,1
590.16959,SRR3295963,Salmonella enterica SRR3295963,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,1
590.16971,SRR3295964,Salmonella enterica SRR3295964,30333126,>32,8,<=0.25,8,>256,1,0.5,,>64,>32,0.5
590.17012,SRR3306202,Salmonella enterica SRR3306202,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.17033,SRR3306203,Salmonella enterica SRR3306203,30333126,>32,8,<=0.25,8,>256,4,<=0.25,,,>32,1
590.17083,SRR3306206,Salmonella enterica SRR3306206,30333126,<=1,<=1,<=0.25,8,>256,2,<=0.25,,,>32,1
590.17131,SRR3306210,Salmonella enterica SRR3306210,30333126,<=1,<=1,<=0.25,8,>256,2,<=0.25,,,>32,1
590.17142,SRR3306212,Salmonella enterica SRR3306212,30333126,>32,>32,16,8,>256,32,<=0.25,,,>32,>8
590.1719,SRR3306216,Salmonella enterica SRR3306216,30333126,>32,>32,32,8,64,>32,0.5,,,>32,>8
590.17201,SRR3306277,Salmonella enterica SRR3306277,30333126,>32,8,<=0.25,4,32,1,0.5,,,<=4,0.5
590.17262,SRR3306284,Salmonella enterica SRR3306284,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,,>32,1
590.12644,SRR3306286,Salmonella enterica SRR3306286,30333126,>32,8,<=0.25,4,64,1,<=0.25,,,>32,1
590.12637,SRR3306287,Salmonella enterica SRR3306287,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,32,1
590.12645,SRR3330216,Salmonella enterica SRR3330216,30333126,>32,16,<=0.25,8,64,2,>16,,>64,>32,1
590.12655,SRR3330218,Salmonella enterica SRR3330218,30333126,>32,32,16,4,32,32,0.5,,>64,<=4,>8
590.12662,SRR3330225,Salmonella enterica SRR3330225,30333126,2,<=1,<=0.25,8,<=16,4,0.5,,,<=4,2
590.12664,SRR3330227,Salmonella enterica SRR3330227,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,<=4,1
590.12667,SRR3330230,Salmonella enterica SRR3330230,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,,<=4,1
590.12668,SRR3330231,Salmonella enterica SRR3330231,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.1267,SRR3330242,Salmonella enterica SRR3330242,30333126,>32,8,<=0.25,4,>256,2,>16,,64,>32,1
590.12671,SRR3330243,Salmonella enterica SRR3330243,30333126,>32,>32,32,4,>256,>32,<=0.25,,,>32,>8
590.12677,SRR3330373,Salmonella enterica SRR3330373,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,,<=4,1
590.12679,SRR3330375,Salmonella enterica SRR3330375,30333126,8,2,<=0.25,8,128,2,0.5,,>64,>32,1
590.1268,SRR3330376,Salmonella enterica SRR3330376,30333126,<=1,<=1,<=0.25,8,32,1,0.5,,,<=4,0.5
590.12683,SRR3330379,Salmonella enterica SRR3330379,30333126,>32,>32,16,4,32,>32,0.5,,,<=4,>8
590.12684,SRR3330380,Salmonella enterica SRR3330380,30333126,<=1,2,<=0.25,4,64,4,0.5,,,>32,1
590.12685,SRR3330381,Salmonella enterica SRR3330381,30333126,>32,16,<=0.25,4,<=16,2,0.5,,,>32,1
590.12687,SRR3330383,Salmonella enterica SRR3330383,30333126,>32,>32,16,4,>256,>32,<=0.25,,,>32,>8
590.1269,SRR3330386,Salmonella enterica SRR3330386,30333126,>32,8,<=0.25,4,>256,2,16,,64,32,1
590.12692,SRR3330388,Salmonella enterica SRR3330388,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,,>32,1
590.12693,SRR3330600,Salmonella enterica SRR3330600,30333126,>32,16,<=0.25,8,>256,4,<=0.25,,>64,>32,1
590.12696,SRR3344458,Salmonella enterica SRR3344458,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,,>32,0.5
590.12702,SRR3344464,Salmonella enterica SRR3344464,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.12703,SRR3344465,Salmonella enterica SRR3344465,30333126,<=1,<=1,<=0.25,8,64,4,<=0.25,,,<=4,1
590.12706,SRR3344468,Salmonella enterica SRR3344468,30333126,<=1,<=1,<=0.25,4,256,2,0.5,,,<=4,0.5
590.12708,SRR3344470,Salmonella enterica SRR3344470,30333126,2,2,<=0.25,8,64,8,2,,,<=4,2
590.12717,SRR3399996,Salmonella enterica SRR3399996,30333126,>32,8,<=0.25,8,64,2,0.5,,,>32,1
590.12719,SRR3399998,Salmonella enterica SRR3399998,30333126,>32,>32,32,>32,>256,>32,0.5,,>64,>32,>8
590.12725,SRR3418279,Salmonella enterica SRR3418279,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,,,<=4,1
590.12727,SRR3418284,Salmonella enterica SRR3418284,30333126,>32,16,<=0.25,4,64,2,1,,>64,>32,1
590.12728,SRR3418285,Salmonella enterica SRR3418285,30333126,2,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.12731,SRR3418288,Salmonella enterica SRR3418288,30333126,>32,16,<=0.25,4,32,2,1,,64,>32,1
590.12736,SRR3418338,Salmonella enterica SRR3418338,30333126,>32,8,<=0.25,8,>256,2,16,,64,>32,1
590.12738,SRR3452361,Salmonella enterica SRR3452361,30333126,>32,>32,32,8,>256,>32,<=0.25,,,>32,>8
590.12739,SRR3490008,Salmonella enterica SRR3490008,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,<=4,0.5
590.12742,SRR3490011,Salmonella enterica SRR3490011,30333126,>32,8,<=0.25,8,32,1,<=0.25,,>64,>32,0.5
590.12743,SRR3509857,Salmonella enterica SRR3509857,30333126,>32,>32,32,4,>256,>32,16,,>64,>32,>8
590.12749,SRR3509863,Salmonella enterica SRR3509863,30333126,2,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.1275,SRR3509864,Salmonella enterica SRR3509864,30333126,>32,>32,16,4,>256,>32,<=0.25,,,>32,>8
590.12751,SRR3509865,Salmonella enterica SRR3509865,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.12755,SRR3509869,Salmonella enterica SRR3509869,30333126,>32,>32,32,8,>256,>32,<=0.25,,,>32,>8
590.12757,SRR3509871,Salmonella enterica SRR3509871,30333126,<=1,<=1,0.5,8,32,4,<=0.25,,,<=4,1
590.12759,SRR3509873,Salmonella enterica SRR3509873,30333126,<=1,<=1,<=0.25,8,>256,2,<=0.25,,64,>32,1
590.12761,SRR3509880,Salmonella enterica SRR3509880,30333126,>32,32,8,4,>256,32,<=0.25,,,>32,>8
590.12764,SRR3509886,Salmonella enterica SRR3509886,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,>32,1
590.1277,SRR3509893,Salmonella enterica SRR3509893,30333126,>32,>32,16,8,64,32,<=0.25,,>64,>32,>8
590.12777,SRR3606589,Salmonella enterica SRR3606589,30333126,>32,8,<=0.25,8,32,4,>16,,,>32,1
590.12782,SRR3663784,Salmonella enterica SRR3663784,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,0.5
590.17892,SRR3663786,Salmonella enterica SRR3663786,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,64,<=4,1
590.17893,SRR3663789,Salmonella enterica SRR3663789,30333126,2,<=1,<=0.25,8,64,2,<=0.25,,,<=4,1
590.1279,SRR3663792,Salmonella enterica SRR3663792,30333126,>32,>32,16,8,>256,32,0.5,,>64,>32,>8
590.12793,SRR3663795,Salmonella enterica SRR3663795,30333126,>32,>32,32,8,64,32,<=0.25,,,<=4,>8
590.12794,SRR3664604,Salmonella enterica SRR3664604,30333126,>32,>32,16,4,>256,>32,0.5,<=8,,>32,>8
590.12796,SRR3664606,Salmonella enterica SRR3664606,30333126,<=1,<=1,<=0.25,4,<=16,4,0.5,<=8,,<=4,1
590.12799,SRR3664609,Salmonella enterica SRR3664609,30333126,<=1,<=1,<=0.25,4,32,2,1,<=8,,<=4,0.5
590.12803,SRR3664613,Salmonella enterica SRR3664613,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,>32,0.5
590.12804,SRR3664614,Salmonella enterica SRR3664614,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,0.5
590.12806,SRR3664616,Salmonella enterica SRR3664616,30333126,<=1,<=1,<=0.25,4,32,2,1,<=8,,<=4,1
590.1281,SRR3664620,Salmonella enterica SRR3664620,30333126,>32,32,8,8,>256,32,0.5,<=8,,>32,8
590.12812,SRR3664622,Salmonella enterica SRR3664622,30333126,<=1,<=1,<=0.25,8,>256,4,1,<=8,,>32,1
590.12815,SRR3664625,Salmonella enterica SRR3664625,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,,<=4,0.5
590.1282,SRR3664630,Salmonella enterica SRR3664630,30333126,>32,32,4,4,>256,16,8,<=8,64,>32,8
590.12821,SRR3664631,Salmonella enterica SRR3664631,30333126,<=1,<=1,<=0.25,8,>256,4,>16,<=8,64,<=4,1
590.12822,SRR3664632,Salmonella enterica SRR3664632,30333126,>32,4,<=0.25,4,32,4,16,<=8,64,>32,0.5
590.12826,SRR3664636,Salmonella enterica SRR3664636,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,<=4,1
590.12829,SRR3664639,Salmonella enterica SRR3664639,30333126,<=1,<=1,<=0.25,4,32,2,0.5,<=8,,>32,0.5
590.12832,SRR3664642,Salmonella enterica SRR3664642,30333126,2,<=1,<=0.25,4,>256,2,0.5,<=8,64,>32,0.5
590.12833,SRR3664643,Salmonella enterica SRR3664643,30333126,<=1,<=1,<=0.25,8,32,4,1,<=8,,<=4,1
590.12836,SRR3664646,Salmonella enterica SRR3664646,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,,<=4,0.5
590.1284,SRR3664650,Salmonella enterica SRR3664650,30333126,>32,>32,16,4,>256,>32,>16,>64,64,>32,>8
590.12841,SRR3664651,Salmonella enterica SRR3664651,30333126,2,2,<=0.25,16,64,8,0.5,>64,,<=4,2
590.12851,SRR3664661,Salmonella enterica SRR3664661,30333126,>32,>32,32,8,>256,>32,0.5,>64,,>32,>8
590.12857,SRR3664667,Salmonella enterica SRR3664667,30333126,<=1,<=1,<=0.25,4,64,2,1,<=8,,32,2
590.12861,SRR3664671,Salmonella enterica SRR3664671,30333126,<=1,<=1,<=0.25,4,<=16,2,1,<=8,,<=4,1
590.12868,SRR3664678,Salmonella enterica SRR3664678,30333126,<=1,<=1,<=0.25,4,>256,4,0.5,<=8,64,>32,0.5
590.12872,SRR3664682,Salmonella enterica SRR3664682,30333126,<=1,<=1,<=0.25,4,>256,2,16,<=8,64,>32,0.5
590.12873,SRR3664683,Salmonella enterica SRR3664683,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,64,>32,0.5
590.12874,SRR3664684,Salmonella enterica SRR3664684,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,0.5
590.12881,SRR3664691,Salmonella enterica SRR3664691,30333126,>32,>32,16,8,>256,>32,<=0.25,>64,,>32,>8
590.12884,SRR3664694,Salmonella enterica SRR3664694,30333126,>32,16,<=0.25,8,32,4,>16,16,>64,>32,1
590.12885,SRR3664695,Salmonella enterica SRR3664695,30333126,>32,>32,32,8,>256,>32,0.5,<=8,,>32,>8
590.12886,SRR3664697,Salmonella enterica SRR3664697,30333126,<=1,<=1,<=0.25,4,32,4,0.5,<=8,>64,<=4,0.5
590.12888,SRR3664699,Salmonella enterica SRR3664699,30333126,>32,>32,8,8,>256,16,0.5,<=8,,>32,8
590.12889,SRR3664700,Salmonella enterica SRR3664700,30333126,>32,32,16,8,>256,32,0.5,<=8,>64,>32,>8
590.12901,SRR3664712,Salmonella enterica SRR3664712,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,,<=4,1
590.12903,SRR3664714,Salmonella enterica SRR3664714,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,,<=4,0.5
590.12905,SRR3664716,Salmonella enterica SRR3664716,30333126,>32,>32,16,4,64,32,0.5,<=8,>64,<=4,>8
590.12906,SRR3664717,Salmonella enterica SRR3664717,30333126,2,<=1,<=0.25,4,>256,2,>16,<=8,64,>32,1
590.1291,SRR3664721,Salmonella enterica SRR3664721,30333126,>32,>32,32,8,<=16,32,0.5,>64,,<=4,>8
590.12911,SRR3664722,Salmonella enterica SRR3664722,30333126,>32,>32,32,8,>256,>32,<=0.25,>64,,>32,8
590.12914,SRR3664725,Salmonella enterica SRR3664725,30333126,2,<=1,<=0.25,8,>256,2,1,>64,>64,>32,1
590.12915,SRR3664726,Salmonella enterica SRR3664726,30333126,2,<=1,<=0.25,8,<=16,2,1,<=8,,<=4,1
590.12916,SRR3664727,Salmonella enterica SRR3664727,30333126,>32,4,<=0.25,8,>256,2,1,<=8,>64,>32,0.5
590.12917,SRR3664728,Salmonella enterica SRR3664728,30333126,>32,32,8,4,>256,16,<=0.25,<=8,,>32,8
590.12918,SRR3664729,Salmonella enterica SRR3664729,30333126,>32,32,8,4,>256,16,<=0.25,<=8,,>32,8
590.12921,SRR3664732,Salmonella enterica SRR3664732,30333126,>32,>32,16,4,>256,>32,<=0.25,<=8,,>32,>8
590.12922,SRR3664733,Salmonella enterica SRR3664733,30333126,2,<=1,<=0.25,16,<=16,8,0.5,,8,<=4,1
590.12925,SRR3664736,Salmonella enterica SRR3664736,30333126,>32,>32,8,4,>256,16,0.5,<=8,>64,>32,8
590.12926,SRR3664737,Salmonella enterica SRR3664737,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,,<=4,0.5
590.12928,SRR3664739,Salmonella enterica SRR3664739,30333126,>32,32,8,4,>256,32,<=0.25,<=8,,>32,>8
590.12929,SRR3664740,Salmonella enterica SRR3664740,30333126,>32,32,8,8,>256,32,<=0.25,<=8,,>32,8
590.1293,SRR3664741,Salmonella enterica SRR3664741,30333126,>32,>32,32,4,>256,>32,0.5,>64,>64,>32,>8
590.12932,SRR3664743,Salmonella enterica SRR3664743,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,>32,1
590.12933,SRR3664744,Salmonella enterica SRR3664744,30333126,>32,4,<=0.25,>32,>256,8,0.5,>64,>64,>32,1
590.12937,SRR3664748,Salmonella enterica SRR3664748,30333126,>32,8,<=0.25,8,32,4,>16,<=8,64,>32,1
590.12941,SRR3664752,Salmonella enterica SRR3664752,30333126,>32,>32,32,8,64,32,16,<=8,>64,>32,>8
590.12942,SRR3664753,Salmonella enterica SRR3664753,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,,<=4,0.5
590.12947,SRR3664758,Salmonella enterica SRR3664758,30333126,>32,32,8,8,>256,16,0.5,>64,,>32,8
590.12949,SRR3664760,Salmonella enterica SRR3664760,30333126,>32,>32,8,8,>256,32,0.5,<=8,,>32,8
590.12951,SRR3664762,Salmonella enterica SRR3664762,30333126,2,<=1,<=0.25,8,>256,4,0.5,<=8,,>32,1
590.12954,SRR3664765,Salmonella enterica SRR3664765,30333126,>32,>32,64,8,<=16,>32,0.5,>64,,<=4,>8
590.12955,SRR3664766,Salmonella enterica SRR3664766,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,<=8,,>32,1
590.12957,SRR3664768,Salmonella enterica SRR3664768,30333126,>32,>32,16,4,>256,>32,0.5,<=8,,>32,>8
590.12991,SRR3664771,Salmonella enterica SRR3664771,30333126,>32,32,8,4,>256,16,0.5,<=8,,>32,8
590.13012,SRR3664772,Salmonella enterica SRR3664772,30333126,>32,>32,8,8,>256,16,16,<=8,64,>32,>8
590.13025,SRR3664773,Salmonella enterica SRR3664773,30333126,>32,>32,8,4,>256,16,<=0.25,<=8,,>32,>8
590.13038,SRR3664774,Salmonella enterica SRR3664774,30333126,>32,>32,16,8,>256,32,0.5,<=8,,>32,8
590.13054,SRR3664775,Salmonella enterica SRR3664775,30333126,>32,>32,8,8,>256,16,0.5,<=8,,>32,>8
590.13157,SRR3664783,Salmonella enterica SRR3664783,30333126,>32,32,4,4,64,8,0.5,<=8,>64,<=4,8
590.13169,SRR3664784,Salmonella enterica SRR3664784,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,<=8,,<=4,1
590.1337,SRR3664803,Salmonella enterica SRR3664803,30333126,2,2,<=0.25,4,<=16,2,1,<=8,>64,<=4,1
590.13404,SRR3664806,Salmonella enterica SRR3664806,30333126,>32,32,8,8,>256,32,0.5,<=8,,>32,8
590.13422,SRR3664807,Salmonella enterica SRR3664807,30333126,>32,>32,8,4,>256,16,0.5,<=8,64,>32,8
590.13476,SRR3664809,Salmonella enterica SRR3664809,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,1
590.13489,SRR3664810,Salmonella enterica SRR3664810,30333126,>32,>32,32,8,>256,>32,<=0.25,<=8,,>32,>8
590.13578,SRR3664816,Salmonella enterica SRR3664816,30333126,<=1,<=1,<=0.25,8,32,2,0.5,<=8,,<=4,0.5
590.13592,SRR3664817,Salmonella enterica SRR3664817,30333126,>32,>32,16,4,>256,>32,0.5,>64,,>32,>8
590.13717,SRR3664826,Salmonella enterica SRR3664826,30333126,<=1,<=1,<=0.25,8,>256,8,0.5,<=8,,>32,0.5
590.13745,SRR3664828,Salmonella enterica SRR3664828,30333126,>32,>32,64,8,>256,>32,0.5,<=8,,>32,>8
590.13755,SRR3664829,Salmonella enterica SRR3664829,30333126,>32,>32,16,4,>256,>32,0.5,<=8,,>32,>8
590.13838,SRR3664833,Salmonella enterica SRR3664833,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,<=4,1
590.13888,SRR3664835,Salmonella enterica SRR3664835,30333126,<=1,<=1,<=0.25,4,>256,4,<=0.25,<=8,>64,>32,1
590.13932,SRR3664837,Salmonella enterica SRR3664837,30333126,>32,>32,8,4,>256,16,0.5,<=8,>64,>32,8
590.1394,SRR3664838,Salmonella enterica SRR3664838,30333126,<=1,<=1,<=0.25,8,32,2,0.5,<=8,,<=4,1
