PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),Amikacin,Ampicillin/Sulbactam,Aztreonam,Cefazolin,Cefepime,Cefoxitin,Ceftazidime,Ceftriaxone,Cefuroxime sodium,Ciprofloxacin,Gentamicin,Imipenem,Levofloxacin,Meropenem,Nitrofurantoin,Piperacillin/Tazobactam,Tetracycline,Tobramycin,Trimethoprim/Sulfamethoxazole
573.14167,SRR5386163,Klebsiella pneumoniae KPN451ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,,>64/4,4,<=2,>2/38
573.14168,SRR5386161,Klebsiella pneumoniae KPN455ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,<=2,8,>4,>8,>64,>64/4,8,<=2,>2/38
573.14169,SRR5386160,Klebsiella pneumoniae KPN457ec,29323230,<=8,>16/8,16,>16,>16,<=4,16,>32,>16,>2,>8,<=1,<=1,<=1,,64/4,>8,>8,>2/38
573.14170,SRR5385538,Klebsiella pneumoniae KPN458ec,29323230,<=8,>16/8,>16,>16,8,<=4,>16,>32,>16,1,<=2,<=1,<=1,<=1,,>64/4,<=2,<=2,<=0.5/9
573.14171,SRR5385537,Klebsiella pneumoniae KPN460ec,29323230,<=8,>16/8,<=2,>16,<=1,<=4,8,<=2,<=4,<=0.5,<=2,<=1,<=1,<=1,,>64/4,<=2,<=2,<=0.5/9
573.14172,SRR5385536,Klebsiella pneumoniae KPN461ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.14173,SRR5385535,Klebsiella pneumoniae KPN462ec,29323230,32,>16/8,>16,>16,<=1,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.14174,SRR5385534,Klebsiella pneumoniae KPN463ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.14175,SRR5385533,Klebsiella pneumoniae KPN464ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,<=1,,>64/4,<=2,>8,>2/38
573.14176,SRR5385532,Klebsiella pneumoniae KPN465ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,4,>2/38
573.14177,SRR5385530,Klebsiella pneumoniae KPN467ec,29323230,32,>16/8,>16,>16,16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.14178,SRR5385529,Klebsiella pneumoniae KPN468ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,8,>8,>4,<=1,,>64/4,4,>8,>2/38
573.14179,SRR5385528,Klebsiella pneumoniae KPN469ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,8,>64,>64/4,<=2,8,<=0.5/9
573.14180,SRR5385527,Klebsiella pneumoniae KPN470ec,29323230,16,>16/8,>16,>16,,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.14181,SRR5385526,Klebsiella pneumoniae KPN471ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,,>64/4,4,>8,>2/38
573.14182,SRR5385525,Klebsiella pneumoniae KPN472ec,29323230,32,>16/8,>16,>16,16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.14183,SRR5385524,Klebsiella pneumoniae KPN473ec,29323230,32,>16/8,,>16,4,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,>8,1/19
573.14184,SRR5385523,Klebsiella pneumoniae KPN475ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,,>64/4,4,>8,1/19
573.14185,SRR5385522,Klebsiella pneumoniae KPN477ec,29323230,>32,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,8,>4,8,>64,>64/4,4,>8,>2/38
573.14186,SRR5385521,Klebsiella pneumoniae KPN479ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,2,>4,4,>64,>64/4,>8,>8,>2/38
573.14187,SRR5385520,Klebsiella pneumoniae KPN480ec,29323230,16,>16/8,16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,2,,>64/4,>8,>8,>2/38
573.14188,SRR5385519,Klebsiella pneumoniae KPN481ec,29323230,<=8,>16/8,4,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,8,>2/38
573.14189,SRR5385518,Klebsiella pneumoniae KPN482ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,8,>2/38
573.14190,SRR5385517,Klebsiella pneumoniae KPN483ec,29323230,<=8,>16/8,16,>16,16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,>8,8,>2/38
573.14191,SRR5385516,Klebsiella pneumoniae KPN484ec,29323230,<=8,>16/8,<=2,>16,>16,<=4,16,>32,>16,>2,>8,<=1,>4,<=1,,4/4,>8,8,>2/38
573.14192,SRR5385515,Klebsiella pneumoniae KPN485ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,8,>2/38
573.14193,SRR5385514,Klebsiella pneumoniae KPN486ec,29323230,16,>16/8,<=2,>16,4,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,<=2,>8,>2/38
573.14194,SRR5385513,Klebsiella pneumoniae KPN503ec,29323230,<=8,>16/8,16,>16,,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.14195,SRR5385512,Klebsiella pneumoniae KPN504ec,29323230,<=8,>16/8,,>16,4,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.14196,SRR5385511,Klebsiella pneumoniae KPN507ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,4/4,4,<=2,<=0.5/9
573.14197,SRR5385510,Klebsiella pneumoniae KPN508ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.14198,SRR5385509,Klebsiella pneumoniae KPN509ec,29323230,<=8,>16/8,16,>16,16,<=4,2,>32,>16,>2,>8,<=1,4,<=1,,4/4,>8,8,>2/38
573.14199,SRR5385508,Klebsiella pneumoniae KPN510ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,32/4,>8,8,>2/38
573.14200,SRR5385507,Klebsiella pneumoniae KPN511ec,29323230,32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,>8,>2/38
573.14201,SRR5385506,Klebsiella pneumoniae KPN512ec,29323230,<=8,>16/8,<=2,>16,<=1,<=4,1,32,8,1,<=2,<=1,<=1,<=1,>64,4/4,>8,<=2,>2/38
573.14202,SRR5385505,Klebsiella pneumoniae KPN513ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.14203,SRR5385504,Klebsiella pneumoniae KPN514ec,29323230,<=8,>16/8,16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,>8,8,>2/38
573.14204,SRR5385503,Klebsiella pneumoniae KPN515ec,29323230,32,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,8,>8,>2/38
573.14205,SRR5385502,Klebsiella pneumoniae KPN516ec,29323230,<=8,>16/8,8,>16,16,16,2,>32,>16,>2,>8,<=1,4,<=1,>64,16/4,>8,>8,>2/38
573.14206,SRR5385500,Klebsiella pneumoniae KPN520ec,29323230,16,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,,>64/4,>8,>8,>2/38
573.14207,SRR5385499,Klebsiella pneumoniae KPN521ec,29323230,<=8,>16/8,16,>16,4,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.14208,SRR5385498,Klebsiella pneumoniae KPN522ec,29323230,<=8,>16/8,8,>16,16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,>8,8,>2/38
573.14209,SRR5385497,Klebsiella pneumoniae KPN523ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.14210,SRR5385496,Klebsiella pneumoniae KPN524ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,8,>4,<=1,,>64/4,4,<=2,>2/38
573.14211,SRR5385495,Klebsiella pneumoniae KPN525ec,29323230,<=8,>16/8,16,>16,,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,4/4,<=2,<=2,>2/38
573.14212,SRR5385494,Klebsiella pneumoniae KPN526ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,4,>64,>64/4,4,8,>2/38
573.14213,SRR5385493,Klebsiella pneumoniae KPN527ec,29323230,32,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,<=2,>8,>2/38
573.14214,SRR5387146,Klebsiella pneumoniae KPN528ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,>8,>2/38
573.14215,SRR5385490,Klebsiella pneumoniae KPN530ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,8/4,4,<=2,<=0.5/9
573.14216,SRR5385489,Klebsiella pneumoniae KPN532ec,29323230,32,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,<=2,>8,>2/38
573.14217,SRR5385488,Klebsiella pneumoniae KPN533ec,29323230,16,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,2,>4,4,>64,>64/4,4,>8,>2/38
573.14218,SRR5385487,Klebsiella pneumoniae KPN534ec,29323230,>32,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,<=2,>8,>2/38
573.14219,SRR5385486,Klebsiella pneumoniae KPN535ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,,16/4,>8,>8,>2/38
573.14220,SRR5385485,Klebsiella pneumoniae KPN536ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,8,>4,>8,>64,>64/4,>8,<=2,>2/38
573.14221,SRR5385483,Klebsiella pneumoniae KPN538ec,29323230,16,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.14222,SRR5385482,Klebsiella pneumoniae KPN539ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,8,>2/38
573.14223,SRR5385481,Klebsiella pneumoniae KPN540ec,29323230,32,>16/8,>16,>16,8,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,>8,>2/38
573.14224,SRR5385480,Klebsiella pneumoniae KPN542ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,>8,2/38
573.14225,SRR5385478,Klebsiella pneumoniae KPN544ec,29323230,<=8,>16/8,>16,>16,,16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,<=2,8,>2/38
573.14226,SRR5385477,Klebsiella pneumoniae KPN545ec,29323230,32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,>8,>8,>4,2,,>64/4,4,>8,>2/38
573.14227,SRR5385476,Klebsiella pneumoniae KPN546ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.14228,SRR5385475,Klebsiella pneumoniae KPN547ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,4,>64,>64/4,4,>8,>2/38
573.14229,SRR5385473,Klebsiella pneumoniae KPN550ec,29323230,<=8,>16/8,>16,>16,4,>16,16,>32,>16,<=0.5,<=2,8,<=1,<=1,32,>64/4,<=2,<=2,<=0.5/9
573.14230,SRR5385472,Klebsiella pneumoniae KPN552ec,29323230,32,>16/8,>16,>16,8,>16,>16,32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.14231,SRR5385471,Klebsiella pneumoniae KPN553ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,8,>8,>2/38
573.14232,SRR5385470,Klebsiella pneumoniae KPN554ec,29323230,<=8,>16/8,16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,4,<=2,>2/38
573.14233,SRR5385469,Klebsiella pneumoniae KPN555ec,29323230,>32,16/8,>16,>16,16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.14234,SRR5385467,Klebsiella pneumoniae KPN557ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,<=2,<=2,>2/38
573.14235,SRR5385466,Klebsiella pneumoniae KPN558ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,4,<=1,,16/4,>8,>8,>2/38
573.14236,SRR5385465,Klebsiella pneumoniae KPN559ec,29323230,<=8,>16/8,16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,4,<=2,>2/38
573.14237,SRR5385464,Klebsiella pneumoniae KPN560ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,<=0.5,<=2,<=1,<=1,<=1,64,64/4,>8,8,>2/38
573.14238,SRR5385463,Klebsiella pneumoniae KPN561ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,8,>2/38
573.14239,SRR5385462,Klebsiella pneumoniae KPN563ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,>8,>2/38
573.14240,SRR5385461,Klebsiella pneumoniae KPN564ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,>8,>2/38
573.14241,SRR5385460,Klebsiella pneumoniae KPN566ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,<=2,>8,>2/38
573.14242,SRR5385459,Klebsiella pneumoniae KPN567ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,8,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.14243,SRR5385458,Klebsiella pneumoniae KPN568ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,>8,>2/38
573.14244,SRR5385457,Klebsiella pneumoniae KPN569ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,<=2,>2/38
573.14245,SRR5385456,Klebsiella pneumoniae KPN571ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,32/4,>8,>8,>2/38
573.14246,SRR5385455,Klebsiella pneumoniae KPN572ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,8,>4,>8,>64,>64/4,>8,<=2,2/38
573.14247,SRR5385454,Klebsiella pneumoniae KPN573ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.14248,SRR5385453,Klebsiella pneumoniae KPN574ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.14249,SRR5385452,Klebsiella pneumoniae KPN575ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.14250,SRR5385451,Klebsiella pneumoniae KPN576ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,8,,>64/4,<=2,>8,>2/38
573.14251,SRR5385450,Klebsiella pneumoniae KPN577ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.14252,SRR5385449,Klebsiella pneumoniae KPN578ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.14253,SRR5385448,Klebsiella pneumoniae KPN579ec,29323230,<=8,>16/8,16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,<=2,1/19
573.14254,SRR5385447,Klebsiella pneumoniae KPN580ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,4,>4,4,,>64/4,8,>8,>2/38
573.14255,SRR5385446,Klebsiella pneumoniae KPN581ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,8,,>64/4,4,>8,>2/38
573.14256,SRR5385445,Klebsiella pneumoniae KPN582ec,29323230,>32,>16/8,>16,>16,,>16,>16,>32,>16,>2,4,4,>4,2,>64,>64/4,4,>8,<=0.5/9
573.14257,SRR5385444,Klebsiella pneumoniae KPN583ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,64/4,>8,>8,>2/38
573.14258,SRR5385443,Klebsiella pneumoniae KPN584ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,64/4,>8,>8,>2/38
573.14259,SRR5385442,Klebsiella pneumoniae KPN585ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.14260,SRR5385441,Klebsiella pneumoniae KPN587ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,8,,>64/4,4,>8,>2/38
573.14261,SRR5385440,Klebsiella pneumoniae KPN588ec,29323230,32,>16/8,>16,>16,4,8,>16,32,>16,>2,4,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.14262,SRR5385438,Klebsiella pneumoniae KPN590ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,2,,>64/4,>8,<=2,>2/38
573.14263,SRR5385437,Klebsiella pneumoniae KPN591ec,29323230,>32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,4,8,>4,8,>64,>64/4,4,>8,>2/38
573.14264,SRR5385436,Klebsiella pneumoniae KPN592ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,8,>2/38
573.14265,SRR5385435,Klebsiella pneumoniae KPN593ec,29323230,32,>16/8,<=2,8,4,<=4,<=0.5,<=2,16,>2,>8,<=1,>4,<=1,,>64/4,<=2,>8,>2/38
573.14266,SRR5385434,Klebsiella pneumoniae KPN594ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,,>64/4,8,>8,>2/38
573.14267,SRR5385433,Klebsiella pneumoniae KPN596ec,29323230,<=8,>16/8,>16,>16,4,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,32/4,>8,>8,>2/38
573.14268,SRR5385432,Klebsiella pneumoniae KPN597ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,>8,<=2,>2/38
573.14269,SRR5385431,Klebsiella pneumoniae KPN598ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,4,>64,>64/4,4,>8,>2/38
573.14270,SRR5385430,Klebsiella pneumoniae KPN599ec,29323230,<=8,>16/8,>16,>16,16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,64/4,4,<=2,<=0.5/9
573.14271,SRR5385429,Klebsiella pneumoniae KPN600ec,29323230,<=8,>16/8,16,>16,,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,8/4,>8,8,>2/38
573.14272,SRR5385428,Klebsiella pneumoniae KPN601ec,29323230,<=8,16/8,<=2,4,<=1,>16,1,<=2,>16,>2,>8,<=1,>4,<=1,>64,16/4,>8,8,>2/38
573.14273,SRR5385426,Klebsiella pneumoniae KPN604ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.14274,SRR5385425,Klebsiella pneumoniae KPN605ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.14275,SRR5385424,Klebsiella pneumoniae KPN606ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.14276,SRR5385422,Klebsiella pneumoniae KPN609ec,29323230,>32,>16/8,16,>16,<=1,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.14277,SRR5385421,Klebsiella pneumoniae KPN610ec,29323230,<=8,>16/8,16,>16,>16,<=4,8,>32,>16,2,>8,<=1,<=1,<=1,64,16/4,>8,4,>2/38
573.14278,SRR5385420,Klebsiella pneumoniae KPN611ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.14279,SRR5385419,Klebsiella pneumoniae KPN612ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,32/4,>8,>8,>2/38
573.14280,SRR5385418,Klebsiella pneumoniae KPN613ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,4,>4,4,>64,>64/4,>8,>8,>2/38
573.14281,SRR5385417,Klebsiella pneumoniae KPN614ec,29323230,32,>16/8,>16,>16,>16,>16,16,>32,>16,>2,4,8,>4,>8,>64,>64/4,8,>8,>2/38
573.14282,SRR5385416,Klebsiella pneumoniae KPN615ec,29323230,32,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.14283,SRR5385415,Klebsiella pneumoniae KPN616ec,29323230,>32,>16/8,>16,>16,>16,16,>16,>32,>16,>2,4,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.14284,SRR5385414,Klebsiella pneumoniae KPN617ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,8,>2/38
573.14285,SRR5385413,Klebsiella pneumoniae KPN618ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,<=2,>2/38
573.14286,SRR5385412,Klebsiella pneumoniae KPN619ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,4,,>64/4,>8,<=2,>2/38
573.14287,SRR5385411,Klebsiella pneumoniae KPN620ec,29323230,<=8,>16/8,16,>16,<=1,8,>16,>32,>16,>2,>8,<=1,>4,<=1,32,>64/4,4,<=2,>2/38
573.14288,SRR5385410,Klebsiella pneumoniae KPN621ec,29323230,32,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,>8,<=0.5/9
573.14289,SRR5385409,Klebsiella pneumoniae KPN622ec,29323230,32,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.14290,SRR5385408,Klebsiella pneumoniae KPN623ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.14291,SRR5385407,Klebsiella pneumoniae KPN626ec,29323230,<=8,>16/8,>16,>16,16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,<=2,1/19
573.14292,SRR5385405,Klebsiella pneumoniae KPN629ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,<=2,>2/38
573.14293,SRR5385404,Klebsiella pneumoniae KPN630ec,29323230,32,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,>8,>2/38
573.14294,SRR5385402,Klebsiella pneumoniae KPN632ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.14295,SRR5385401,Klebsiella pneumoniae KPN635ec,29323230,<=8,>16/8,>16,>16,<=1,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,8,>2/38
573.14296,SRR5385400,Klebsiella pneumoniae KPN636ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,8,>2/38
573.14297,SRR5385399,Klebsiella pneumoniae KPN639ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,1,<=2,<=1,<=1,<=1,>64,32/4,>8,<=2,>2/38
573.14298,SRR5387039,Klebsiella pneumoniae KPN641ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,64/4,>8,>8,>2/38
573.14299,SRR5387038,Klebsiella pneumoniae KPN648ec,29323230,32,>16/8,>16,>16,16,8,>16,32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,<=2,>8,2/38
573.14300,SRR5387037,Klebsiella pneumoniae KPN649ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,32/4,>8,>8,>2/38
573.14301,SRR5387036,Klebsiella pneumoniae KPN658ec,29323230,>32,>16/8,<=2,>16,4,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,>8,>2/38
573.14302,SRR5387035,Klebsiella pneumoniae KPN660ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,1,<=2,>16,<=0.5,<=2,<=1,<=1,<=1,>64,>64/4,>8,<=2,>2/38
573.14303,SRR5387033,Klebsiella pneumoniae KPN669ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,4,<=2,>2/38
573.14304,SRR5387032,Klebsiella pneumoniae KPN670ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,4,<=1,,32/4,>8,>8,>2/38
573.14305,SRR5387031,Klebsiella pneumoniae KPN674ec,29323230,<=8,>16/8,<=2,>16,<=1,<=4,2,<=2,8,<=0.5,<=2,<=1,<=1,<=1,>64,8/4,>8,<=2,<=0.5/9
573.14306,SRR5387030,Klebsiella pneumoniae KPN675ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,4,>8,>2/38
