data_source,isolate_name,sample_name,fraction,AMC,AMI,AZT,CAZ,CFZ,CIP,CRO,CTX,CXM,ERT,FEP,FOX,GEN,IMI,LEV,MER,MIN,NIT,PTZ,TET,TOB,TSU,run_accession
nguyen,SAMN07525545,573.12974,train,NA,S,R,R,R,R,R,NA,NA,NA,R,S,S,S,R,S,NA,R,S,R,R,NA,SRR5973344
nguyen,SAMN07525546,573.13007,train,NA,S,R,R,R,R,R,NA,NA,NA,R,R,S,R,R,R,NA,R,R,R,R,NA,SRR5973359
nguyen,SAMN07525548,573.12932,train,NA,S,R,R,R,R,R,NA,NA,NA,NA,S,R,S,R,S,NA,R,R,S,R,NA,SRR5973361
nguyen,SAMN07525549,573.12985,train,NA,S,S,S,S,R,S,NA,NA,NA,S,S,S,S,R,S,NA,NA,S,S,S,NA,SRR5973360
nguyen,SAMN07525550,573.1287,train,NA,S,R,R,R,R,R,NA,NA,NA,R,NA,S,S,R,NA,NA,R,NA,S,R,NA,SRR5973356
nguyen,SAMN07525551,573.12877,train,NA,S,R,R,R,R,R,NA,NA,NA,R,NA,R,S,R,NA,NA,NA,NA,R,R,NA,SRR5973355
nguyen,SAMN07525552,573.12915,train,NA,S,S,S,R,R,R,NA,NA,NA,R,NA,S,S,R,S,NA,R,NA,R,S,NA,SRR5973357
patric,SAMEA2273516,573.4047,test,R,NA,NA,R,NA,R,NA,NA,R,NA,NA,S,R,S,NA,NA,NA,NA,R,NA,NA,NA,ERR486274
patric,SAMEA2273526,573.4177,train,R,NA,NA,R,NA,R,NA,NA,R,NA,NA,R,R,S,NA,NA,NA,NA,R,NA,NA,NA,ERR486749
patric,SAMEA2273527,573.7093,train,S,NA,NA,S,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,NA,NA,S,NA,NA,NA,ERR486284
patric,SAMEA2273528,573.4048,test,S,NA,NA,R,NA,R,NA,NA,R,NA,NA,S,S,S,NA,NA,NA,NA,S,NA,NA,NA,ERR486285
patric,SAMEA2273529,573.4179,test,R,NA,NA,R,NA,R,NA,NA,R,NA,NA,S,S,S,NA,NA,NA,NA,R,NA,NA,NA,ERR486750
patric,SAMEA2273532,573.4049,test,S,NA,NA,S,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486288
patric,SAMEA2273534,573.7094,train,R,NA,NA,R,NA,R,NA,NA,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486290
patric,SAMEA2273535,573.4178,test,R,NA,NA,S,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486751
patric,SAMEA2273536,573.7095,test,S,NA,NA,R,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486291
patric,SAMEA2273537,573.4051,test,S,NA,NA,S,NA,S,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486292
patric,SAMEA2273539,573.4052,test,S,NA,NA,S,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486294
patric,SAMEA2273545,573.4053,train,S,NA,NA,S,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486298
patric,SAMEA2273546,573.4055,test,S,NA,NA,R,NA,R,NA,NA,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486299
patric,SAMEA2273549,573.4054,train,S,NA,NA,S,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486302
patric,SAMEA2273552,573.4056,train,S,NA,NA,S,NA,R,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486305
patric,SAMEA2273557,573.4057,train,R,NA,NA,S,NA,R,NA,NA,S,NA,NA,S,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486310
patric,SAMEA2273558,573.4059,train,R,NA,NA,S,NA,R,NA,NA,S,NA,NA,S,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486311
patric,SAMEA2273563,573.4058,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486316
patric,SAMEA2273564,573.4181,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486754
patric,SAMEA2273569,573.4064,train,S,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486321
patric,SAMEA2273570,573.4063,train,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486322
patric,SAMEA2273571,573.4061,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486323
patric,SAMEA2273574,573.4062,test,R,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486326
patric,SAMEA2273576,573.4066,train,S,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486328
patric,SAMEA2273577,573.4182,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR486755
patric,SAMEA2273581,573.4065,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486332
patric,SAMEA2273582,573.4067,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486333
patric,SAMEA2273584,573.4068,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486335
patric,SAMEA2273585,573.4069,test,S,NA,NA,S,NA,R,NA,S,S,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486336
patric,SAMEA2273586,573.4183,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486756
patric,SAMEA2273593,573.4184,test,R,NA,NA,R,NA,S,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486757
patric,SAMEA2273594,573.4185,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,S,R,NA,NA,ERR486758
patric,SAMEA2273595,573.4186,train,S,NA,NA,S,NA,R,NA,S,S,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486759
patric,SAMEA2273596,573.4071,train,R,NA,NA,R,NA,S,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486343
patric,SAMEA2273598,573.4072,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486345
patric,SAMEA2273599,573.4073,train,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486346
patric,SAMEA2273600,573.4074,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486347
patric,SAMEA2273602,573.4075,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,R,R,NA,NA,ERR486349
patric,SAMEA2273603,573.4077,test,R,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486350
patric,SAMEA2273604,573.4076,train,S,NA,NA,S,NA,S,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486351
patric,SAMEA2273605,573.4078,test,S,NA,NA,S,NA,S,NA,NA,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486352
patric,SAMEA2273606,573.4079,test,R,NA,NA,S,NA,R,NA,S,S,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR486353
patric,SAMEA2273611,573.4081,test,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486358
patric,SAMEA2273612,573.4082,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,R,NA,NA,ERR486359
patric,SAMEA2273613,573.4187,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,S,NA,R,R,NA,NA,ERR486760
patric,SAMEA2273614,573.4084,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486360
patric,SAMEA2273615,573.4083,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486361
patric,SAMEA2273616,573.4085,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486362
patric,SAMEA2273619,573.4086,test,S,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486365
patric,SAMEA2273620,573.4087,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,S,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486366
patric,SAMEA2273621,573.4189,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486761
patric,SAMEA2273622,573.4088,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,R,S,NA,NA,ERR486367
patric,SAMEA2273624,573.4091,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486369
patric,SAMEA2273626,573.4188,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486762
patric,SAMEA2273629,573.4089,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,R,R,NA,NA,ERR486372
patric,SAMEA2273631,573.4092,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486374
patric,SAMEA2273632,573.4093,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486375
patric,SAMEA2273633,573.4191,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,S,R,NA,NA,ERR486764
patric,SAMEA2273634,573.4094,test,S,NA,NA,S,NA,R,NA,S,R,NA,NA,S,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486376
patric,SAMEA2273636,573.4095,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486378
patric,SAMEA2273637,573.4096,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486379
patric,SAMEA2273638,573.7073,test,R,NA,NA,S,NA,R,NA,S,S,NA,NA,S,R,S,NA,NA,R,NA,S,R,NA,NA,ERR474467
patric,SAMEA2273640,573.4192,test,R,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,S,NA,R,S,NA,NA,ERR486766
patric,SAMEA2273641,573.4193,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,R,NA,NA,ERR486767
patric,SAMEA2273642,573.7045,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474468
patric,SAMEA2273643,573.7066,train,S,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,S,R,NA,NA,ERR474469
patric,SAMEA2273644,573.7053,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474470
patric,SAMEA2273648,573.7057,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR474474
patric,SAMEA2273649,573.7042,test,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474475
patric,SAMEA2273650,573.7075,train,S,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,R,NA,NA,ERR474476
patric,SAMEA2273652,573.4194,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR486768
patric,SAMEA2273653,573.7049,test,S,NA,NA,S,NA,R,NA,S,R,NA,NA,S,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474478
patric,SAMEA2273654,573.4195,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486769
patric,SAMEA2273655,573.7054,test,R,NA,NA,R,NA,S,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR474479
patric,SAMEA2273658,573.7068,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474482
patric,SAMEA2273659,573.7064,train,S,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474483
patric,SAMEA2273660,573.7048,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,S,NA,NA,ERR474484
patric,SAMEA2273661,573.7052,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474485
patric,SAMEA2273662,573.4196,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR486770
patric,SAMEA2273663,573.4041,train,S,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,R,NA,NA,ERR474486
patric,SAMEA2273664,573.7058,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,S,NA,S,R,NA,NA,ERR474487
patric,SAMEA2273666,573.7038,test,R,NA,NA,R,NA,S,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474489
patric,SAMEA2273668,573.4197,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR486771
patric,SAMEA2273669,573.7074,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474490
patric,SAMEA2273671,573.7055,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,S,NA,NA,ERR474492
patric,SAMEA2273672,573.7051,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474493
patric,SAMEA2273673,573.7041,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474494
patric,SAMEA2273675,573.7059,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR474496
patric,SAMEA2273676,573.7043,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,S,NA,R,S,NA,NA,ERR474497
patric,SAMEA2273677,573.7046,test,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474498
patric,SAMEA2273679,573.4199,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486772
patric,SAMEA2273680,573.4198,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486773
patric,SAMEA2273681,573.7044,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474500
patric,SAMEA2273682,573.7039,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR474501
patric,SAMEA2273683,573.7072,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474502
patric,SAMEA2273685,573.7056,test,R,NA,NA,S,NA,S,NA,S,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474504
patric,SAMEA2273689,573.7081,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,R,NA,R,S,NA,NA,ERR474507
patric,SAMEA2273690,573.7063,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,S,NA,S,S,NA,NA,ERR474508
patric,SAMEA2273691,573.7071,test,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474509
patric,SAMEA2273692,573.4201,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,S,NA,R,S,NA,NA,ERR486775
patric,SAMEA2273693,573.4203,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,S,NA,NA,ERR486776
patric,SAMEA2273694,573.7079,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474510
patric,SAMEA2273695,573.4202,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486777
patric,SAMEA2273696,573.4204,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486778
patric,SAMEA2273698,573.7069,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474512
patric,SAMEA2273699,573.7078,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR474513
patric,SAMEA2273702,573.7061,train,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474516
patric,SAMEA2273703,573.7065,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR474517
patric,SAMEA2273704,573.7067,train,R,NA,NA,S,NA,R,NA,S,R,NA,NA,S,S,S,NA,NA,R,NA,S,S,NA,NA,ERR474518
patric,SAMEA2273708,573.4206,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486779
patric,SAMEA2273709,573.7047,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474522
patric,SAMEA2273710,573.4205,train,R,NA,NA,R,NA,S,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486780
patric,SAMEA2273713,573.7077,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474525
patric,SAMEA2273715,573.7062,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474527
patric,SAMEA2273716,573.4207,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486781
patric,SAMEA2273719,573.7076,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474530
patric,SAMEA2273720,573.4208,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486782
patric,SAMEA2273721,573.7082,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474531
patric,SAMEA2273722,573.4209,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486783
patric,SAMEA2273723,573.4211,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486784
patric,SAMEA2273724,573.7083,train,R,NA,NA,S,NA,R,NA,S,R,NA,NA,S,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474532
patric,SAMEA2273726,573.7084,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474534
patric,SAMEA2273727,573.7085,train,R,NA,NA,S,NA,R,NA,S,S,NA,NA,S,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474535
patric,SAMEA2273730,573.4212,test,R,NA,NA,R,NA,S,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486786
patric,SAMEA2273731,573.4213,train,R,NA,NA,S,NA,R,NA,S,R,NA,NA,S,S,S,NA,NA,S,NA,S,R,NA,NA,ERR486787
patric,SAMEA2273732,573.4216,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486788
patric,SAMEA2273734,573.4214,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,R,NA,NA,ERR486789
patric,SAMEA2273735,573.7086,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,S,NA,NA,ERR474538
patric,SAMEA2273737,573.7087,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,R,R,NA,NA,ERR474540
patric,SAMEA2273738,573.4215,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,R,NA,NA,ERR486790
patric,SAMEA2273739,573.4218,test,S,NA,NA,S,NA,S,NA,S,R,NA,NA,S,S,S,NA,NA,R,NA,S,S,NA,NA,ERR486791
patric,SAMEA2273740,573.7088,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474541
patric,SAMEA2273742,573.7089,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474543
patric,SAMEA2273743,573.4042,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,S,NA,R,S,NA,NA,ERR474544
patric,SAMEA2273745,573.4217,train,R,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486792
patric,SAMEA2273746,573.4221,train,S,NA,NA,S,NA,R,NA,S,S,NA,NA,S,R,S,NA,NA,S,NA,S,R,NA,NA,ERR486793
patric,SAMEA2273748,573.4043,train,R,NA,NA,S,NA,S,NA,S,S,NA,NA,S,R,S,NA,NA,R,NA,S,R,NA,NA,ERR474547
patric,SAMEA2273749,573.4044,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR474548
patric,SAMEA2273751,573.4219,train,R,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486794
patric,SAMEA2273753,573.4045,train,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR474551
patric,SAMEA2273754,573.7091,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474552
patric,SAMEA2273757,573.7092,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,R,NA,R,R,NA,NA,ERR474553
patric,SAMEA2273765,573.4046,test,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR474559
patric,SAMEA2273767,573.4098,train,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486381
patric,SAMEA2273769,573.4097,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,R,R,NA,NA,ERR486383
patric,SAMEA2273773,573.4222,train,R,NA,NA,S,NA,R,NA,S,R,NA,NA,S,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486799
patric,SAMEA2273774,573.4223,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,S,NA,NA,ERR486800
patric,SAMEA2273775,573.4099,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486387
patric,SAMEA2273776,573.4101,train,R,NA,NA,R,NA,S,NA,S,S,NA,NA,S,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486388
patric,SAMEA2273778,573.4102,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,S,NA,NA,ERR486390
patric,SAMEA2273779,573.4103,train,R,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,S,NA,R,R,NA,NA,ERR486391
patric,SAMEA2273780,573.4225,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,R,NA,NA,ERR486801
patric,SAMEA2273781,573.4104,test,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,R,NA,NA,ERR486392
patric,SAMEA2273782,573.4224,train,S,NA,NA,S,NA,R,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486802
patric,SAMEA2273783,573.4105,train,R,NA,NA,R,NA,S,NA,R,R,NA,NA,R,S,S,NA,NA,R,NA,R,R,NA,NA,ERR486393
patric,SAMEA2273784,573.4106,train,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486394
patric,SAMEA2273786,573.4107,test,R,NA,NA,S,NA,R,NA,S,R,NA,NA,S,S,S,NA,NA,S,NA,S,S,NA,NA,ERR486396
patric,SAMEA2273787,573.4108,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,S,S,NA,NA,S,NA,S,R,NA,NA,ERR486397
patric,SAMEA2273788,573.4226,test,R,NA,NA,R,NA,S,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486803
patric,SAMEA2273789,573.4228,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,R,R,S,NA,NA,S,NA,R,S,NA,NA,ERR486804
patric,SAMEA2273790,573.4109,test,S,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,R,NA,NA,ERR486398
patric,SAMEA2273792,573.4111,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486400
patric,SAMEA2273793,573.4112,train,R,NA,NA,R,NA,S,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,R,NA,NA,ERR486401
patric,SAMEA2273794,573.4113,train,S,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,R,NA,S,S,NA,NA,ERR486402
patric,SAMEA2273795,573.4114,train,R,NA,NA,R,NA,R,NA,R,R,NA,NA,S,R,S,NA,NA,S,NA,S,S,NA,NA,ERR486403
patric,SAMEA2273796,573.4115,train,R,NA,NA,S,NA,S,NA,S,R,NA,NA,R,S,S,NA,NA,R,NA,S,S,NA,NA,ERR486404
