PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),ciprofloxacin,clindamycin,erythromycin,fusidic_acid,methicillin,penicillin
1280.9716,ERR418930,Staphylococcus aureus C00001259,26686880,S,,S,R,S,R
1280.9717,ERR418929,Staphylococcus aureus C00001258,26686880,S,,S,S,S,R
1280.9718,ERR418922,Staphylococcus aureus C00001251,26686880,S,,S,S,S,R
1280.9719,ERR418937,Staphylococcus aureus C00001267,26686880,S,,S,S,S,R
1280.972,ERR418933,Staphylococcus aureus C00001263,26686880,S,,S,S,S,R
1280.9721,ERR418940,Staphylococcus aureus C00001270,26686880,S,,R,S,S,R
1280.9722,ERR418942,Staphylococcus aureus C00001272,26686880,S,,S,S,S,R
1280.9723,ERR418941,Staphylococcus aureus C00001271,26686880,S,,R,S,S,R
1280.9724,ERR410133,Staphylococcus aureus C00001281,26686880,R,,R,S,R,R
1280.9725,ERR410134,Staphylococcus aureus C00001282,26686880,R,,S,S,R,R
1280.9726,ERR418372,Staphylococcus aureus C00001386,26686880,R,R,R,S,R,R
1280.9727,ERR418373,Staphylococcus aureus C00001387,26686880,S,S,S,S,S,R
1280.9728,ERR418375,Staphylococcus aureus C00001389,26686880,R,R,R,S,R,R
1280.9729,ERR418378,Staphylococcus aureus C00001399,26686880,R,S,S,S,R,R
1280.973,ERR418379,Staphylococcus aureus C00001400,26686880,S,S,S,S,R,R
1280.9731,ERR418387,Staphylococcus aureus C00001442,26686880,R,S,S,S,S,R
1280.9732,ERR418385,Staphylococcus aureus C00001440,26686880,R,S,S,S,S,R
1280.9733,ERR418377,Staphylococcus aureus C00001397,26686880,R,,R,S,R,R
1280.9734,ERR418376,Staphylococcus aureus C00001390,26686880,R,R,R,S,R,R
1280.9735,ERR418393,Staphylococcus aureus C00001449,26686880,S,S,S,S,S,R
1280.9736,ERR418946,Staphylococcus aureus C00002622,26686880,S,,R,S,S,R
1280.9737,ERR418944,Staphylococcus aureus C00002620,26686880,S,,S,S,S,R
1280.9738,ERR418943,Staphylococcus aureus C00002619,26686880,S,,S,S,S,R
1280.9739,ERR418947,Staphylococcus aureus C00002623,26686880,R,,R,S,R,R
1280.974,ERR418950,Staphylococcus aureus C00002626,26686880,R,,R,S,R,R
1280.9741,ERR418401,Staphylococcus aureus C00002656,26686880,S,S,S,S,S,R
1280.9742,ERR418414,Staphylococcus aureus C00003091,26686880,S,,S,S,S,R
1280.9743,ERR418415,Staphylococcus aureus C00003092,26686880,S,,S,S,S,R
1280.9744,ERR418416,Staphylococcus aureus C00003093,26686880,R,,R,S,R,R
1280.9745,ERR418417,Staphylococcus aureus C00003095,26686880,S,,S,S,S,S
1280.9746,ERR418418,Staphylococcus aureus C00003096,26686880,R,,R,S,R,R
1280.9747,ERR418419,Staphylococcus aureus C00003098,26686880,S,,S,S,S,S
1280.9748,ERR418420,Staphylococcus aureus C00003099,26686880,S,,S,S,S,S
1280.9749,ERR418421,Staphylococcus aureus C00003100,26686880,R,,S,S,R,R
1280.975,ERR418422,Staphylococcus aureus C00003101,26686880,S,,S,S,S,R
1280.9751,ERR418423,Staphylococcus aureus C00003102,26686880,S,,S,S,S,S
1280.9752,ERR418424,Staphylococcus aureus C00003103,26686880,R,,S,S,R,R
1280.9753,ERR418425,Staphylococcus aureus C00003104,26686880,R,,R,S,R,R
1280.9754,ERR418427,Staphylococcus aureus C00003107,26686880,S,,S,S,S,R
1280.9755,ERR418428,Staphylococcus aureus C00003108,26686880,S,,S,S,S,R
1280.9756,ERR418429,Staphylococcus aureus C00003109,26686880,S,,S,S,S,R
1280.9757,ERR418442,Staphylococcus aureus C00003124,26686880,S,,S,S,S,R
1280.9758,ERR418443,Staphylococcus aureus C00003125,26686880,R,,R,S,R,R
1280.9759,ERR418444,Staphylococcus aureus C00003126,26686880,S,,S,S,S,R
1280.976,ERR418445,Staphylococcus aureus C00003127,26686880,R,,S,S,S,R
1280.9761,ERR418449,Staphylococcus aureus C00003131,26686880,S,,S,S,S,S
1280.9762,ERR418452,Staphylococcus aureus C00003134,26686880,S,,S,S,S,R
1280.9763,ERR418453,Staphylococcus aureus C00003135,26686880,S,,S,R,S,R
1280.9764,ERR418454,Staphylococcus aureus C00003136,26686880,S,,S,S,S,R
1280.9765,ERR418456,Staphylococcus aureus C00003138,26686880,S,,S,S,S,R
1280.9766,ERR418457,Staphylococcus aureus C00003139,26686880,S,,S,S,S,R
1280.9767,ERR418459,Staphylococcus aureus C00003141,26686880,S,,S,R,S,R
1280.9768,ERR418460,Staphylococcus aureus C00003142,26686880,R,,R,S,R,R
1280.9769,ERR418462,Staphylococcus aureus C00003144,26686880,S,,S,S,S,S
1280.977,ERR418463,Staphylococcus aureus C00003145,26686880,S,,S,S,S,S
1280.9771,ERR418471,Staphylococcus aureus C00003154,26686880,R,,R,S,R,R
1280.9772,ERR418473,Staphylococcus aureus C00003156,26686880,S,,S,S,S,R
1280.9773,ERR418474,Staphylococcus aureus C00003158,26686880,S,,S,S,S,R
1280.9774,ERR418477,Staphylococcus aureus C00003161,26686880,S,,S,S,S,S
1280.9775,ERR418475,Staphylococcus aureus C00003159,26686880,S,,S,S,S,R
1280.9776,ERR418478,Staphylococcus aureus C00003162,26686880,S,,S,S,S,R
1280.9777,ERR418479,Staphylococcus aureus C00003163,26686880,S,,S,R,S,R
1280.9778,ERR418481,Staphylococcus aureus C00003165,26686880,S,,S,S,S,R
1280.9779,ERR418482,Staphylococcus aureus C00003166,26686880,S,,S,S,R,R
1280.978,ERR418483,Staphylococcus aureus C00003167,26686880,S,,S,S,S,S
1280.9781,ERR418485,Staphylococcus aureus C00003169,26686880,S,,S,S,S,R
1280.9782,ERR418487,Staphylococcus aureus C00003171,26686880,S,,S,S,S,R
1280.9783,ERR418488,Staphylococcus aureus C00003172,26686880,S,,S,S,S,R
1280.9784,ERR418491,Staphylococcus aureus C00003175,26686880,R,,S,S,S,R
1280.9785,ERR418492,Staphylococcus aureus C00003176,26686880,S,,S,S,S,R
1280.9786,ERR418493,Staphylococcus aureus C00003177,26686880,S,,S,S,S,S
1280.9787,ERR418494,Staphylococcus aureus C00003178,26686880,S,,S,S,S,R
1280.9788,ERR418495,Staphylococcus aureus C00003179,26686880,S,,S,S,S,R
1280.9789,ERR418496,Staphylococcus aureus C00003180,26686880,S,,S,S,S,R
1280.979,ERR418500,Staphylococcus aureus C00003184,26686880,S,,S,S,S,R
1280.9791,ERR418499,Staphylococcus aureus C00003183,26686880,R,,S,S,R,R
1280.9792,ERR418504,Staphylococcus aureus C00003188,26686880,S,,S,S,S,R
1280.9793,ERR418505,Staphylococcus aureus C00003189,26686880,R,,R,S,R,R
1280.9794,ERR418508,Staphylococcus aureus C00003192,26686880,S,,S,S,S,R
1280.9795,ERR418510,Staphylococcus aureus C00003194,26686880,S,,S,S,S,R
1280.9796,ERR418512,Staphylococcus aureus C00003196,26686880,S,,S,S,S,S
1280.9797,ERR418515,Staphylococcus aureus C00003199,26686880,S,,S,S,S,R
1280.9798,ERR418517,Staphylococcus aureus C00003201,26686880,R,,R,S,R,R
1280.9799,ERR418518,Staphylococcus aureus C00003202,26686880,S,,S,S,S,S
1280.98,ERR418519,Staphylococcus aureus C00003203,26686880,S,,S,S,S,R
1280.9801,ERR418520,Staphylococcus aureus C00003204,26686880,S,,S,S,S,R
1280.9802,ERR418521,Staphylococcus aureus C00003205,26686880,S,,R,S,S,S
1280.9803,ERR418524,Staphylococcus aureus C00003208,26686880,R,,S,R,R,R
1280.9804,ERR418527,Staphylococcus aureus C00003211,26686880,S,,S,S,S,S
1280.9805,ERR418530,Staphylococcus aureus C00003215,26686880,S,,S,R,S,R
1280.9806,ERR418531,Staphylococcus aureus C00003216,26686880,S,,R,S,S,R
1280.9807,ERR418532,Staphylococcus aureus C00003217,26686880,S,,R,S,S,S
1280.9808,ERR418533,Staphylococcus aureus C00003218,26686880,R,,S,S,R,R
1280.9809,ERR418539,Staphylococcus aureus C00003224,26686880,S,,S,S,S,R
1280.981,ERR418544,Staphylococcus aureus C00003229,26686880,S,,S,S,S,R
1280.9811,ERR418548,Staphylococcus aureus C00003235,26686880,R,,S,S,R,R
1280.9812,ERR418549,Staphylococcus aureus C00003236,26686880,S,,S,S,S,R
1280.9813,ERR418551,Staphylococcus aureus C00003238,26686880,S,,S,S,S,R
1280.9814,ERR418552,Staphylococcus aureus C00003239,26686880,S,,S,S,S,R
1280.9815,ERR418554,Staphylococcus aureus C00003241,26686880,S,,S,S,S,R
1280.9816,ERR418553,Staphylococcus aureus C00003240,26686880,S,,S,S,S,S
1280.9817,ERR418555,Staphylococcus aureus C00003242,26686880,R,,R,S,S,R
1280.9818,ERR418556,Staphylococcus aureus C00003243,26686880,S,,S,S,S,R
1280.9819,ERR418558,Staphylococcus aureus C00003245,26686880,S,,S,S,S,R
1280.982,ERR418561,Staphylococcus aureus C00003248,26686880,S,,S,S,S,R
1280.9821,ERR418563,Staphylococcus aureus C00003250,26686880,R,,S,S,R,R
1280.9822,ERR418564,Staphylococcus aureus C00003251,26686880,S,,S,S,S,R
1280.9823,ERR418565,Staphylococcus aureus C00003252,26686880,S,,S,S,S,R
1280.9824,ERR418567,Staphylococcus aureus C00003254,26686880,S,,S,S,S,R
1280.9825,ERR418569,Staphylococcus aureus C00003256,26686880,S,,S,S,S,R
1280.9826,ERR418570,Staphylococcus aureus C00003257,26686880,S,,S,S,S,R
1280.9827,ERR418571,Staphylococcus aureus C00003258,26686880,S,,S,S,S,R
1280.9828,ERR418581,Staphylococcus aureus C00003268,26686880,R,,S,S,R,R
1280.9829,ERR418582,Staphylococcus aureus C00003269,26686880,R,,S,S,R,R
1280.983,ERR418583,Staphylococcus aureus C00003270,26686880,S,,S,S,S,S
1280.9831,ERR418584,Staphylococcus aureus C00003271,26686880,R,,R,S,R,R
1280.9832,ERR418585,Staphylococcus aureus C00003272,26686880,R,,S,S,R,R
1280.9833,ERR418586,Staphylococcus aureus C00003274,26686880,S,,S,S,S,S
1280.9834,ERR418587,Staphylococcus aureus C00003275,26686880,S,,S,S,S,R
1280.9835,ERR418589,Staphylococcus aureus C00003277,26686880,S,,S,S,S,R
1280.9836,ERR418595,Staphylococcus aureus C00003283,26686880,S,,S,S,S,R
1280.9837,ERR418597,Staphylococcus aureus C00003285,26686880,S,,S,S,S,S
1280.9838,ERR418598,Staphylococcus aureus C00003286,26686880,S,,S,S,S,R
1280.9839,ERR418600,Staphylococcus aureus C00003288,26686880,S,,S,S,S,S
1280.984,ERR418602,Staphylococcus aureus C00003290,26686880,S,,S,S,S,R
1280.9841,ERR418604,Staphylococcus aureus C00003292,26686880,S,,S,S,S,R
1280.9842,ERR418605,Staphylococcus aureus C00003294,26686880,S,,S,S,S,R
1280.9843,ERR418607,Staphylococcus aureus C00003296,26686880,S,,R,S,S,S
1280.9844,ERR418615,Staphylococcus aureus C00003306,26686880,S,,S,S,S,R
1280.9845,ERR418616,Staphylococcus aureus C00003307,26686880,S,,S,S,S,R
1280.9846,ERR418617,Staphylococcus aureus C00003308,26686880,S,,S,S,S,S
1280.9847,ERR418625,Staphylococcus aureus C00003316,26686880,S,,S,S,S,R
1280.9848,ERR418635,Staphylococcus aureus C00003328,26686880,S,,S,S,S,S
1280.9849,ERR418637,Staphylococcus aureus C00003330,26686880,R,,S,S,R,R
1280.985,ERR418649,Staphylococcus aureus C00003344,26686880,S,,S,S,S,S
1280.9851,ERR418651,Staphylococcus aureus C00003346,26686880,S,,S,S,S,R
1280.9852,ERR418652,Staphylococcus aureus C00003347,26686880,S,,S,S,S,R
1280.9853,ERR418654,Staphylococcus aureus C00003349,26686880,S,,R,S,S,R
1280.9854,ERR418655,Staphylococcus aureus C00003350,26686880,S,,S,R,S,R
1280.9855,ERR418659,Staphylococcus aureus C00003354,26686880,R,,R,S,R,R
1280.9856,ERR418660,Staphylococcus aureus C00003355,26686880,S,,S,S,S,R
1280.9857,ERR418663,Staphylococcus aureus C00003358,26686880,S,,S,S,S,R
1280.9858,ERR418664,Staphylococcus aureus C00003359,26686880,S,,S,R,S,R
1280.9859,ERR418665,Staphylococcus aureus C00003360,26686880,R,,R,S,R,R
1280.986,ERR418667,Staphylococcus aureus C00003362,26686880,S,,S,S,S,R
1280.9861,ERR418668,Staphylococcus aureus C00003363,26686880,S,,S,S,S,R
1280.9862,ERR418669,Staphylococcus aureus C00003364,26686880,S,,S,S,S,R
1280.9863,ERR418670,Staphylococcus aureus C00003365,26686880,S,,S,S,S,R
1280.9864,ERR418672,Staphylococcus aureus C00003367,26686880,S,,S,S,S,S
1280.9865,ERR418675,Staphylococcus aureus C00003370,26686880,S,,S,S,S,R
1280.9866,ERR418676,Staphylococcus aureus C00003371,26686880,R,,S,S,R,R
1280.9867,ERR418683,Staphylococcus aureus C00003378,26686880,S,,S,S,S,R
1280.9868,ERR418685,Staphylococcus aureus C00003380,26686880,S,,S,S,S,R
1280.9869,ERR418684,Staphylococcus aureus C00003379,26686880,R,,S,S,R,R
1280.987,ERR418692,Staphylococcus aureus C00003387,26686880,S,,S,S,S,R
1280.9871,ERR418688,Staphylococcus aureus C00003383,26686880,S,,S,S,S,R
1280.9872,ERR418695,Staphylococcus aureus C00003390,26686880,S,,S,S,S,R
1280.9873,ERR418697,Staphylococcus aureus C00003392,26686880,S,,S,S,S,R
1280.9874,ERR418698,Staphylococcus aureus C00003393,26686880,R,,S,S,R,R
1280.9875,ERR418700,Staphylococcus aureus C00003395,26686880,S,,R,S,R,R
1280.9876,ERR418702,Staphylococcus aureus C00003397,26686880,S,,S,R,S,R
1280.9877,ERR418704,Staphylococcus aureus C00003399,26686880,S,,S,S,S,R
1280.9878,ERR418707,Staphylococcus aureus C00003403,26686880,S,,S,S,S,R
1280.9879,ERR418712,Staphylococcus aureus C00003408,26686880,S,,S,S,S,R
1280.988,ERR418713,Staphylococcus aureus C00003409,26686880,S,,S,S,S,S
1280.9881,ERR418714,Staphylococcus aureus C00003410,26686880,R,,S,S,R,R
1280.9882,ERR418716,Staphylococcus aureus C00003412,26686880,S,,S,S,S,R
1280.9883,ERR418722,Staphylococcus aureus C00003419,26686880,S,,S,S,S,R
1280.9884,ERR418717,Staphylococcus aureus C00003413,26686880,R,,S,S,S,R
1280.9885,ERR418724,Staphylococcus aureus C00003421,26686880,S,,S,S,S,R
1280.9886,ERR418725,Staphylococcus aureus C00003422,26686880,S,,S,S,S,R
1280.9887,ERR418726,Staphylococcus aureus C00003423,26686880,R,,S,S,R,R
1280.9888,ERR418727,Staphylococcus aureus C00003424,26686880,S,,S,S,S,R
1280.9889,ERR418728,Staphylococcus aureus C00003425,26686880,S,,S,S,S,R
1280.989,ERR418729,Staphylococcus aureus C00007061,26686880,S,S,S,S,S,R
1280.9891,ERR418736,Staphylococcus aureus C00007068,26686880,S,S,S,S,S,R
1280.9892,ERR418738,Staphylococcus aureus C00007070,26686880,S,S,S,S,S,R
1280.9893,ERR418747,Staphylococcus aureus C00007079,26686880,R,S,S,S,R,R
1280.9894,ERR418756,Staphylococcus aureus C00007091,26686880,S,S,S,S,S,R
1280.9895,ERR418757,Staphylococcus aureus C00007092,26686880,S,S,S,R,S,S
1280.9896,ERR418758,Staphylococcus aureus C00007093,26686880,R,S,S,S,R,R
1280.9897,ERR418767,Staphylococcus aureus C00007102,26686880,S,R,R,S,R,R
1280.9898,ERR418768,Staphylococcus aureus C00007103,26686880,S,S,S,S,S,R
1280.9899,ERR418770,Staphylococcus aureus C00007105,26686880,R,R,R,S,S,R
1280.99,ERR418775,Staphylococcus aureus C00007110,26686880,S,R,R,S,S,R
1280.9901,ERR418776,Staphylococcus aureus C00007111,26686880,S,S,S,R,S,R
1280.9902,ERR418778,Staphylococcus aureus C00007113,26686880,S,S,S,S,S,R
1280.9903,ERR418779,Staphylococcus aureus C00007114,26686880,R,R,R,S,R,R
1280.9904,ERR418780,Staphylococcus aureus C00007116,26686880,R,R,R,S,R,R
1280.9905,ERR418783,Staphylococcus aureus C00008627,26686880,S,S,S,S,S,R
1280.9906,ERR418785,Staphylococcus aureus C00008629,26686880,R,R,R,S,R,R
1280.9907,ERR418786,Staphylococcus aureus C00008630,26686880,S,S,S,S,S,R
1280.9908,ERR418787,Staphylococcus aureus C00008632,26686880,S,S,S,R,S,R
1280.9909,ERR418791,Staphylococcus aureus C00008637,26686880,R,R,R,S,R,R
1280.991,ERR418792,Staphylococcus aureus C00008638,26686880,R,S,S,S,R,R
1280.9911,ERR418796,Staphylococcus aureus C00008949,26686880,S,S,S,S,S,R
1280.9912,ERR418793,Staphylococcus aureus C00008946,26686880,S,S,S,S,S,R
1280.9913,ERR418798,Staphylococcus aureus C00008959,26686880,R,R,R,S,S,R
1280.9914,ERR418800,Staphylococcus aureus C00008970,26686880,R,R,R,S,R,R
1280.9915,ERR418801,Staphylococcus aureus C00008971,26686880,S,S,S,S,S,R
1280.9916,ERR418803,Staphylococcus aureus C00008973,26686880,S,S,S,S,S,R
1280.9917,ERR418804,Staphylococcus aureus C00008982,26686880,R,S,R,S,R,R
1280.9918,ERR418805,Staphylococcus aureus C00008984,26686880,R,R,R,S,R,R
1280.9919,ERR418807,Staphylococcus aureus C00008994,26686880,R,R,R,S,R,R
1280.992,ERR418809,Staphylococcus aureus C00008997,26686880,R,R,R,S,S,R
1280.9921,ERR418810,Staphylococcus aureus C00009006,26686880,S,S,S,S,S,R
1280.9922,ERR418811,Staphylococcus aureus C00009008,26686880,S,S,S,R,S,R
1280.9923,ERR418812,Staphylococcus aureus C00009017,26686880,S,S,S,S,S,R
1280.9924,ERR418813,Staphylococcus aureus C00009018,26686880,R,S,S,S,R,R
1280.9925,ERR418951,Staphylococcus aureus C00012736,26686880,R,,R,S,R,R
1280.9926,ERR418953,Staphylococcus aureus C00012738,26686880,R,,R,S,R,R
1280.9927,ERR418956,Staphylococcus aureus C00012741,26686880,S,S,S,S,S,S
1280.9928,ERR418960,Staphylococcus aureus C00012745,26686880,S,S,S,S,S,R
1280.9929,ERR418961,Staphylococcus aureus C00012746,26686880,R,R,R,S,R,R
1280.993,ERR418962,Staphylococcus aureus C00012747,26686880,S,,S,R,S,R
1280.9931,ERR418963,Staphylococcus aureus C00012748,26686880,S,S,S,R,S,R
1280.9932,ERR418965,Staphylococcus aureus C00012750,26686880,S,R,R,S,S,R
1280.9933,ERR418966,Staphylococcus aureus C00012751,26686880,S,S,S,S,S,S
1280.9934,ERR418968,Staphylococcus aureus C00012753,26686880,S,,S,S,S,S
1280.9935,ERR418969,Staphylococcus aureus C00012754,26686880,S,S,S,S,S,R
1280.9936,ERR418976,Staphylococcus aureus C00012761,26686880,R,S,R,S,R,R
1280.9937,ERR418975,Staphylococcus aureus C00012760,26686880,S,,S,S,S,S
1280.9938,ERR418979,Staphylococcus aureus C00012764,26686880,S,,S,S,S,R
1280.9939,ERR418986,Staphylococcus aureus C00012771,26686880,S,S,S,S,S,R
1280.994,ERR418988,Staphylococcus aureus C00012773,26686880,S,S,S,S,S,R
1280.9941,ERR418996,Staphylococcus aureus C00012781,26686880,S,R,R,S,S,R
1280.9942,ERR418997,Staphylococcus aureus C00012782,26686880,S,S,S,S,S,R
1280.9943,ERR418998,Staphylococcus aureus C00012783,26686880,S,S,S,S,S,R
1280.9944,ERR419000,Staphylococcus aureus C00012785,26686880,S,,S,S,S,R
1280.9945,ERR418999,Staphylococcus aureus C00012784,26686880,S,S,S,S,S,S
1280.9946,ERR419001,Staphylococcus aureus C00012786,26686880,S,,S,S,S,R
1280.9947,ERR419004,Staphylococcus aureus C00012789,26686880,S,S,S,S,S,R
1280.9948,ERR419005,Staphylococcus aureus C00012790,26686880,S,R,R,S,S,R
1280.9949,ERR419007,Staphylococcus aureus C00012792,26686880,S,,S,S,S,S
1280.995,ERR419012,Staphylococcus aureus C00012797,26686880,S,S,S,S,S,S
1280.9951,ERR419015,Staphylococcus aureus C00012800,26686880,S,S,S,S,S,S
1280.9952,ERR419018,Staphylococcus aureus C00012803,26686880,S,S,S,S,S,R
1280.9953,ERR419019,Staphylococcus aureus C00012804,26686880,S,S,S,R,S,R
1280.9954,ERR419026,Staphylococcus aureus C00012811,26686880,S,R,R,S,S,R
1280.9955,ERR419027,Staphylococcus aureus C00012812,26686880,S,S,S,S,S,R
1280.9956,ERR419028,Staphylococcus aureus C00012813,26686880,S,S,S,S,S,R
1280.9957,ERR419029,Staphylococcus aureus C00012814,26686880,S,S,S,S,S,S
1280.9958,ERR419030,Staphylococcus aureus C00012815,26686880,S,S,S,S,S,S
1280.9959,ERR419031,Staphylococcus aureus C00012816,26686880,S,R,R,S,S,R
1280.996,ERR419032,Staphylococcus aureus C00012817,26686880,S,S,S,S,S,S
1280.9961,ERR419033,Staphylococcus aureus C00012818,26686880,S,S,S,S,S,R
1280.9962,ERR419036,Staphylococcus aureus C00012821,26686880,S,S,S,S,S,R
1280.9963,ERR419041,Staphylococcus aureus C00012826,26686880,S,S,S,S,S,R
1280.9964,ERR419044,Staphylococcus aureus C00012829,26686880,R,R,R,S,R,R
1280.9965,ERR419051,Staphylococcus aureus C00013156,26686880,S,,R,S,S,R
1280.9966,ERR419052,Staphylococcus aureus C00013157,26686880,S,,R,R,S,S
1280.9967,ERR419053,Staphylococcus aureus C00013158,26686880,S,S,S,S,S,R
1280.9968,ERR419057,Staphylococcus aureus C00013162,26686880,S,S,R,R,S,R
1280.9969,ERR419058,Staphylococcus aureus C00013163,26686880,S,S,S,S,S,R
1280.997,ERR419059,Staphylococcus aureus C00013164,26686880,S,S,S,S,S,R
1280.9971,ERR419060,Staphylococcus aureus C00013165,26686880,R,R,R,S,R,R
1280.9972,ERR419062,Staphylococcus aureus C00013167,26686880,R,R,R,S,R,R
1280.9973,ERR419068,Staphylococcus aureus C00013173,26686880,S,S,S,S,S,R
1280.9974,ERR419070,Staphylococcus aureus C00013175,26686880,S,S,S,S,S,R
1280.9975,ERR419071,Staphylococcus aureus C00013176,26686880,S,R,R,S,S,R
1280.9976,ERR419072,Staphylococcus aureus C00013177,26686880,S,S,S,S,S,S
1280.9977,ERR419077,Staphylococcus aureus C00013182,26686880,S,S,S,R,S,R
1280.9978,ERR419079,Staphylococcus aureus C00013184,26686880,S,S,S,R,S,R
1280.9979,ERR419080,Staphylococcus aureus C00013185,26686880,R,S,S,S,S,S
1280.998,ERR419082,Staphylococcus aureus C00013187,26686880,S,S,S,S,S,R
1280.9981,ERR419085,Staphylococcus aureus C00013190,26686880,S,S,S,S,S,R
1280.9982,ERR419087,Staphylococcus aureus C00013192,26686880,S,S,S,S,S,S
1280.9983,ERR419088,Staphylococcus aureus C00013193,26686880,S,,S,S,S,R
1280.9984,ERR419089,Staphylococcus aureus C00013194,26686880,R,R,R,R,R,R
1280.9985,ERR419092,Staphylococcus aureus C00013197,26686880,S,S,S,S,S,R
1280.9986,ERR419093,Staphylococcus aureus C00013198,26686880,S,S,S,S,S,R
1280.9987,ERR419095,Staphylococcus aureus C00013200,26686880,S,S,S,S,S,S
1280.9988,ERR419102,Staphylococcus aureus C00013207,26686880,S,S,S,S,S,R
1280.9989,ERR419104,Staphylococcus aureus C00013209,26686880,S,S,S,S,S,R
1280.999,ERR419103,Staphylococcus aureus C00013208,26686880,S,S,S,S,S,R
1280.9991,ERR419106,Staphylococcus aureus C00013211,26686880,S,S,S,R,S,R
1280.9992,ERR419108,Staphylococcus aureus C00013213,26686880,S,S,R,S,S,R
1280.9993,ERR419111,Staphylococcus aureus C00013216,26686880,S,S,S,S,S,R
1280.9994,ERR419113,Staphylococcus aureus C00013218,26686880,S,R,R,R,R,R
1280.9995,ERR419114,Staphylococcus aureus C00013219,26686880,S,S,S,S,S,R
1280.9996,ERR419115,Staphylococcus aureus C00013220,26686880,S,S,S,S,S,R
1280.9997,ERR419116,Staphylococcus aureus C00013221,26686880,S,S,S,S,S,S
1280.9998,ERR419128,Staphylococcus aureus C00013234,26686880,S,,S,S,S,R
1280.9999,ERR419129,Staphylococcus aureus C00013235,26686880,S,,S,R,S,R
