study_accession,sample_accession,Acc_no,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Borstel.ID,DNA_libID,Org.ID,Country.of.origin,NGS.lineage,method,INH_pDST_all,RMP_pDST_all,EMB_pDST_all,PZA_pDST_all,AMK_pDST_all,CAP_pDST_all,KAN_pDST_all,MFX_pDST_all,LFX_pDST_all,INH_MIC,RMP_MIC,EMB_MIC,PZA_MIC,AMK_MIC,CAP_MIC,KAN_MIC,MFX_MIC,LFX_MIC,resist.profile
PRJEB48275,SAMEA10030499,ERS7708706,ERX7478996,ERR7911599,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911599/ERR7911599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911599/ERR7911599_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911599/FND-498_lib18749_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911599/FND-498_lib18749_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-498,FND-498_lib18749,NR_6667,South Africa,2.2.1,MycoTB,R,R,R,NA,R,NA,R,R,R,1,16,8,NA,16,NA,40,2,2,XDR
PRJEB48275,SAMEA10030500,ERS7708707,ERX7478997,ERR7911600,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911600/ERR7911600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911600/ERR7911600_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911600/FND-499_lib18750_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911600/FND-499_lib18750_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-499,FND-499_lib18750,NR_6699,South Africa,2.2.2,MycoTB,R,R,S,NA,R,NA,R,R,NA,4,4,2,NA,>16,NA,>40,2,NA,XDR
PRJEB48275,SAMEA10030501,ERS7708708,ERX7478998,ERR7911601,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911601/ERR7911601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911601/ERR7911601_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911601/FND-500_lib18751_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911601/FND-500_lib18751_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-500,FND-500_lib18751,NR_6700,South Africa,4.1.1.3,MycoTB,R,R,R,NA,R,NA,R,R,R,4,>16,8,NA,>16,NA,40,1,4,XDR
PRJEB48275,SAMEA10030502,ERS7708709,ERX7478999,ERR7911602,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911602/ERR7911602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911602/ERR7911602_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911602/FND-501_lib18752_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911602/FND-501_lib18752_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-501,FND-501_lib18752,NR_6703,South Africa,2.2.2,MycoTB,R,R,R,NA,R,NA,R,R,R,>4,>16,8,NA,16,NA,40,2,4,XDR
PRJEB48275,SAMEA10030503,ERS7708710,ERX7479000,ERR7911603,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911603/ERR7911603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911603/ERR7911603_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911603/FND-502_lib18753_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911603/FND-502_lib18753_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-502,FND-502_lib18753,NR_6768,South Africa,2.2.2,MycoTB,R,R,R,NA,R,NA,R,R,R,>4,>16,8,NA,>16,NA,>40,4,4,XDR
PRJEB48275,SAMEA10030504,ERS7708711,ERX7479001,ERR7911604,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911604/ERR7911604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911604/ERR7911604_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911604/FND-503_lib18754_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911604/FND-503_lib18754_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-503,FND-503_lib18754,NR_7062,South Africa,2.2.2,MycoTB,R,R,S,NA,R,NA,R,R,NA,4,4,2,NA,>16,NA,>40,2,NA,XDR
PRJEB48275,SAMEA10030505,ERS7708712,ERX7479002,ERR7911605,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911605/ERR7911605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911605/ERR7911605_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911605/FND-504_lib18755_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911605/FND-504_lib18755_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-504,FND-504_lib18755,NR_7545,South Africa,2.2.2,MycoTB,R,R,S,NA,R,NA,R,R,R,>4,16,4,NA,16,NA,40,8,8,XDR
PRJEB48275,SAMEA10030506,ERS7708713,ERX7479003,ERR7911606,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911606/ERR7911606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911606/ERR7911606_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911606/FND-505_lib18756_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911606/FND-505_lib18756_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-505,FND-505_lib18756,NR_7726,South Africa,4.7,MycoTB,R,S,S,NA,R,NA,R,R,R,0.12,0.25,1,NA,16,NA,40,2,2,I
PRJEB48275,SAMEA10030507,ERS7708714,ERX7479004,ERR7911607,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911607/ERR7911607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911607/ERR7911607_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911607/FND-506_lib18757_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911607/FND-506_lib18757_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-506,FND-506_lib18757,NR_8194,South Africa,2.2.2,MycoTB,R,R,R,NA,R,NA,R,R,R,>4,>16,8,NA,>16,NA,>40,4,4,XDR
PRJEB48275,SAMEA10030508,ERS7708715,ERX7479005,ERR7911608,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911608/ERR7911608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911608/ERR7911608_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911608/FND-507_lib18758_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911608/FND-507_lib18758_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-507,FND-507_lib18758,NR_8407,South Africa,2.2.2,MycoTB,R,R,R,NA,R,NA,R,R,R,>4,>16,16,NA,>16,NA,20,8,8,XDR
PRJEB48275,SAMEA10030509,ERS7708716,ERX7479006,ERR7911609,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911609/ERR7911609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911609/ERR7911609_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911609/FND-508_lib18759_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911609/FND-508_lib18759_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-508,FND-508_lib18759,NR_8493,South Africa,2.2.2,MycoTB,R,R,R,NA,R,NA,R,R,S,>4,>16,8,NA,>16,NA,>40,2,0.5,XDR
PRJEB48275,SAMEA10030510,ERS7708717,ERX7479007,ERR7911610,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911610/ERR7911610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911610/ERR7911610_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911610/FND-509_lib18760_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911610/FND-509_lib18760_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-509,FND-509_lib18760,NR_8695,South Africa,4.1.1.3,MycoTB,R,R,S,NA,S,NA,S,R,R,1,>16,4,NA,<=0.125,NA,1.25,1,4,preXDR
PRJEB48275,SAMEA10030511,ERS7708718,ERX7479008,ERR7911611,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911611/ERR7911611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911611/ERR7911611_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911611/FND-510_lib18761_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911611/FND-510_lib18761_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-510,FND-510_lib18761,NR_8748,South Africa,2.2.1,MycoTB,R,R,R,NA,R,NA,R,R,NA,>4,>16,16,NA,16,NA,40,2,NA,XDR
PRJEB48275,SAMEA10030512,ERS7708719,ERX7479009,ERR7911612,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911612/ERR7911612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911612/ERR7911612_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911612/FND-511_lib18762_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911612/FND-511_lib18762_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-511,FND-511_lib18762,NR_9016,South Africa,2.2.1,MycoTB,R,R,R,NA,S,NA,S,R,R,0.25,>16,8,NA,0.25,NA,<=0.6,8,8,preXDR
PRJEB48275,SAMEA10030513,ERS7708720,ERX7479010,ERR7911613,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911613/ERR7911613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911613/ERR7911613_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911613/FND-512_lib18763_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911613/FND-512_lib18763_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-512,FND-512_lib18763,NR_9047,South Africa,2.2.2,MycoTB,R,R,R,NA,R,NA,R,R,R,>4,>16,8,NA,>16,NA,>40,8,8,XDR
PRJEB48275,SAMEA10030514,ERS7708721,ERX7479011,ERR7911614,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911614/ERR7911614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911614/ERR7911614_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911614/FND-513_lib18764_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911614/FND-513_lib18764_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-513,FND-513_lib18764,NR_9221,South Africa,2.2.1,MycoTB,R,R,S,NA,R,NA,R,R,R,0.5,>16,4,NA,>16,NA,>40,2,4,XDR
PRJEB48275,SAMEA10030515,ERS7708722,ERX7479012,ERR7911615,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911615/ERR7911615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911615/ERR7911615_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911615/FND-514_lib18765_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911615/FND-514_lib18765_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-514,FND-514_lib18765,NR_9261,South Africa,2.2.1,MycoTB,R,R,S,NA,R,NA,R,R,NA,>4,>16,4,NA,>16,NA,>40,2,NA,XDR
PRJEB48275,SAMEA10030516,ERS7708723,ERX7479013,ERR7911616,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911616/ERR7911616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911616/ERR7911616_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911616/FND-515_lib18790_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911616/FND-515_lib18790_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-515,FND-515_lib18790,NR_9339,South Africa,4.1.1.1,MycoTB,R,R,R,NA,R,NA,R,R,R,2,>16,8,NA,>16,NA,>40,8,8,XDR
PRJEB48275,SAMEA10030517,ERS7708724,ERX7479014,ERR7911617,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911617/ERR7911617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911617/ERR7911617_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911617/FND-516_lib18792_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911617/FND-516_lib18792_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-516,FND-516_lib18792,NR_9362,South Africa,2.2.1,MycoTB,R,R,R,NA,R,NA,R,R,R,0.5,>16,8,NA,>16,NA,>40,4,4,XDR
PRJEB48275,SAMEA10030518,ERS7708725,ERX7479015,ERR7911618,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911618/ERR7911618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911618/ERR7911618_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911618/FND-517_lib18791_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911618/FND-517_lib18791_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-517,FND-517_lib18791,NR_9763,South Africa,2.2.1,MycoTB,R,R,R,NA,R,NA,R,R,NA,0.25,>16,8,NA,>16,NA,>40,1,NA,XDR
PRJEB48275,SAMEA10030519,ERS7708726,ERX7479016,ERR7911619,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911619/ERR7911619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911619/ERR7911619_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911619/FND-518_lib18793_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911619/FND-518_lib18793_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-518,FND-518_lib18793,NR_9771,South Africa,2.2.1,MycoTB,R,R,S,NA,R,NA,R,S,NA,1,16,4,NA,16,NA,40,0.25,NA,preXDR
PRJEB48275,SAMEA10030520,ERS7708727,ERX7479017,ERR7911620,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911620/ERR7911620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911620/ERR7911620_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911620/FND-519_lib18794_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911620/FND-519_lib18794_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-519,FND-519_lib18794,NR_9779,South Africa,2.2.1,MycoTB,R,R,R,NA,R,NA,R,R,NA,1,>16,16,NA,>16,NA,>40,2,NA,XDR
PRJEB48275,SAMEA10030622,ERS7708829,ERX7479018,ERR7911621,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911621/ERR7911621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911621/ERR7911621_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911621/FND-51_lib14953_nextseq_n0184_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911621/FND-51_lib14953_nextseq_n0184_151bp_R2.fastq.gz,NA,FND-51,FND-51_lib14953,2371,South Africa,4.1.2,MycoTB,S,S,S,NA,S,NA,S,S,NA,<0.03,<=0.125,1,NA,<=0.125,NA,<0.6,<=0.0625,NA,DS
PRJEB48275,SAMEA10030521,ERS7708728,ERX7479019,ERR7911622,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911622/ERR7911622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911622/ERR7911622_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911622/FND-520_lib18795_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911622/FND-520_lib18795_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-520,FND-520_lib18795,NR_9882,South Africa,2.2.2,MycoTB,R,R,S,NA,R,NA,R,R,NA,4,16,4,NA,>16,NA,40,8,NA,XDR
PRJEB48275,SAMEA10030522,ERS7708729,ERX7479020,ERR7911623,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911623/ERR7911623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911623/ERR7911623_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911623/FND-521_lib18796_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911623/FND-521_lib18796_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-521,FND-521_lib18796,NR_10078,South Africa,2.2.1,MycoTB,R,R,S,NA,S,NA,S,R,R,0.25,>16,1,NA,0.25,NA,1.25,2,4,preXDR
PRJEB48275,SAMEA10030523,ERS7708730,ERX7479021,ERR7911624,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911624/ERR7911624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911624/ERR7911624_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911624/FND-522_lib18797_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911624/FND-522_lib18797_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-522,FND-522_lib18797,NR_10237,South Africa,4.1.1.3,MycoTB,S,S,S,NA,S,NA,S,S,NA,<0.03,<=0.125,<0.5,NA,<=0.125,NA,<=0.6,<=0.0625,NA,DS
PRJEB48275,SAMEA10030524,ERS7708731,ERX7479022,ERR7911625,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911625/ERR7911625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911625/ERR7911625_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911625/FND-523_lib18798_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911625/FND-523_lib18798_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-523,FND-523_lib18798,NR_10247,South Africa,2.2.1,MycoTB,R,R,S,NA,R,NA,R,S,NA,0.5,16,4,NA,>16,NA,40,0.25,NA,preXDR
PRJEB48275,SAMEA10030525,ERS7708732,ERX7479023,ERR7911626,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911626/ERR7911626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911626/ERR7911626_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911626/FND-524_lib18799_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911626/FND-524_lib18799_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-524,FND-524_lib18799,NR_10380,South Africa,2.2.1,MycoTB,R,R,R,NA,R,NA,R,R,S,0.5,>16,8,NA,>16,NA,>40,1,1,XDR
PRJEB48275,SAMEA10030526,ERS7708733,ERX7479024,ERR7911627,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911627/ERR7911627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911627/ERR7911627_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911627/FND-525_lib18800_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911627/FND-525_lib18800_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-525,FND-525_lib18800,NR_10398,South Africa,4.3.3,MycoTB,R,R,R,NA,R,NA,R,R,R,>4,>16,16,NA,>16,NA,>40,1,4,XDR
PRJEB48275,SAMEA10030527,ERS7708734,ERX7479025,ERR7911628,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911628/ERR7911628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911628/ERR7911628_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911628/FND-526_lib18801_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911628/FND-526_lib18801_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-526,FND-526_lib18801,NR_10512,South Africa,4.1.1.3,MycoTB,R,R,R,NA,R,NA,R,S,NA,1,4,8,NA,>16,NA,40,0.25,NA,preXDR
PRJEB48275,SAMEA10030528,ERS7708735,ERX7479026,ERR7911629,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911629/ERR7911629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911629/ERR7911629_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911629/FND-527_lib18802_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911629/FND-527_lib18802_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-527,FND-527_lib18802,NR_10675,South Africa,2.2.2,MycoTB,R,R,S,NA,R,NA,R,R,NA,>4,>16,4,NA,>16,NA,40,1,NA,XDR
PRJEB48275,SAMEA10030529,ERS7708736,ERX7479027,ERR7911630,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911630/ERR7911630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911630/ERR7911630_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911630/FND-528_lib18803_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911630/FND-528_lib18803_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-528,FND-528_lib18803,NR_10819,South Africa,2.2.1,MycoTB,R,R,S,NA,R,NA,R,R,NA,0.5,>16,4,NA,>16,NA,40,1,NA,XDR
PRJEB48275,SAMEA10030530,ERS7708737,ERX7479028,ERR7911631,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911631/ERR7911631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911631/ERR7911631_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911631/FND-529_lib18804_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911631/FND-529_lib18804_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-529,FND-529_lib18804,NR_10867,South Africa,2.2.2,MycoTB,R,R,S,NA,R,NA,R,R,NA,>4,16,4,NA,>16,NA,40,2,NA,XDR
PRJEB48275,SAMEA10030531,ERS7708738,ERX7479029,ERR7911632,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911632/ERR7911632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911632/ERR7911632_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911632/FND-531_lib18806_nextseq_nx0013_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911632/FND-531_lib18806_nextseq_nx0013_151bp_R2.fastq.gz,NA,FND-531,FND-531_lib18806,NR_11169,South Africa,2.2.2,MycoTB,R,R,S,NA,R,NA,R,R,NA,>4,4,2,NA,16,NA,40,4,NA,XDR
