Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Isolate ID,Collection_Date,Isolation_Source,Host_disease,Number of Bases,Number of Reads,Number of Assembled Contigs,Assembly Size (bp),N50,%GC,Fold Coverage,MLST,Capsule Locus Type,Meropenem Etest MIC (mg/L),Ertapenem Etest MIC (mg/L),Imipenem Etest MIC (mg/L)
SRR14532161,WGS,302,1051276194,PRJNA395086,SAMN17600236,Pathogen.cl,419067740,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876780,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE226,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE226,SRP319780,CRE-226,2015-08,Ascitic fluid,Peritonitis,1051276194,6962094,342,5940219,127177,56.92,177,ST258,KL107,16,>32,>32
SRR14532162,WGS,302,1135528154,PRJNA395086,SAMN17600235,Pathogen.cl,438880944,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876779,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE225,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE225,SRP319780,CRE-225,2015-08,blood,Bacteremia,1135528154,7520054,309,5818598,139625,57.05,195,ST258,KL107,>32,>32,>32
SRR14532163,WGS,302,911223996,PRJNA395086,SAMN17600126,Pathogen.cl,387544177,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876778,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE035,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE035,SRP319780,CRE-035,2011-07,bronchoalveolar lavage,NA,911223996,6034596,611,6173324,129657,56.76,148,ST258,KL107,4,8,8
SRR14532164,WGS,302,713994440,PRJNA395086,SAMN17600234,Pathogen.cl,281713592,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876777,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE221,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE221,SRP319780,CRE-221,2015-06,urine,NA,713994440,4728440,273,5824897,135336,57.03,123,ST258,KL107,8,>32,16
SRR14532165,WGS,302,721568600,PRJNA395086,SAMN17600233,Pathogen.cl,291044682,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876776,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE220,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE220,SRP319780,CRE-220,2015-05,bronchoalveolar lavage,NA,721568600,4778600,268,5734329,130607,57.13,126,ST258,KL107,4,8,8
SRR14532166,WGS,302,792987674,PRJNA395086,SAMN17600232,Pathogen.cl,317616584,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876775,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE219,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE219,SRP319780,CRE-219,2015-05,Non-bronchoscopic bronchoalveolar lavage,NA,792987674,5251574,530,5828789,224396,57.1,136,ST14,KL2,4,>32,4
SRR14532167,WGS,302,1263312206,PRJNA395086,SAMN17600231,Pathogen.cl,503940139,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876774,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE216,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE216,SRP319780,CRE-216,2015-04,urine,NA,1263312206,8366306,438,5784943,134034,57.09,218,ST258,NA,4,16,16
SRR14532168,WGS,302,557032960,PRJNA395086,SAMN17600230,Pathogen.cl,226142357,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876773,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE214,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE214,SRP319780,CRE-214,2015-03,urine,NA,557032960,3688960,459,5791172,198569,57.12,96,ST14,KL2,8,>32,>32
SRR14532169,WGS,302,845167838,PRJNA395086,SAMN14453496,Pathogen.cl,342183600,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876772,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE213,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE213,SRP319780,CRE-213,NA,NA,NA,845167838,5597138,458,5736292,149643,57.1,147,ST512,KL107,1,0.25,16
SRR14532170,WGS,456,472776246,PRJNA395086,SAMN07370820,Pathogen.cl,319972792,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876771,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE212,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE212,SRP319780,CRE-212,2015,skin and soft tissue,"Fasciitis\, Necrotizing",472776246,2073510,115,5807665,203922,56.98,81,ST258,NA,1,2,1
SRR14532171,WGS,302,800983728,PRJNA395086,SAMN17600229,Pathogen.cl,329373558,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876770,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE209,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE209,SRP319780,CRE-209,2015-02,urine,NA,800983728,5304528,189,5705308,238831,57.17,140,ST14,KL2,4,>32,4
SRR14532172,WGS,302,1036328402,PRJNA395086,SAMN17600228,Pathogen.cl,430336937,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876769,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE208,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE208,SRP319780,CRE-208,2015-02,urine,NA,1036328402,6863102,201,5742084,227757,57.14,180,ST14,KL2,4,8,8
SRR14532173,WGS,302,1344362362,PRJNA395086,SAMN17600227,Pathogen.cl,541351152,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876768,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE207,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE207,SRP319780,CRE-207,2015-02,urine,NA,1344362362,8903062,404,5962635,143817,56.78,225,ST258,KL107,8,>32,>32
SRR14532174,WGS,302,569138026,PRJNA395086,SAMN17600125,Pathogen.cl,261321462,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876767,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE032,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE032,SRP319780,CRE-032,2011-05,urine,NA,569138026,3769126,407,5854705,130663,56.99,97,ST258,KL107,8,>32,8
SRR14532175,WGS,302,1170880274,PRJNA395086,SAMN17600226,Pathogen.cl,469951847,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876766,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE206,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE206,SRP319780,CRE-206,2015-02,urine,NA,1170880274,7754174,360,5953894,149643,56.8,197,ST258,KL107,4,>32,>32
SRR14532176,WGS,302,916768716,PRJNA395086,SAMN17600225,Pathogen.cl,372804699,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876765,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE205,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE205,SRP319780,CRE-205,2015-02,sputum,NA,916768716,6071316,410,5802471,126390,56.98,158,ST258,KL107,4,>32,16
SRR14532177,WGS,302,1027076632,PRJNA395086,SAMN17600224,Pathogen.cl,421861692,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876764,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE204,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE204,SRP319780,CRE-204,2015-01,bile,NA,1027076632,6801832,289,5546725,152206,57.19,185,ST340,KL15,0.5,2,1
SRR14532178,WGS,302,1079010666,PRJNA395086,SAMN17600223,Pathogen.cl,437713170,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876763,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE203,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE203,SRP319780,CRE-203,2015-01,urine,NA,1079010666,7145766,290,5747736,311126,56.8,188,ST955,KL3,4,8,4
SRR14532179,WGS,302,928797980,PRJNA395086,SAMN17600222,Pathogen.cl,371400074,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876762,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE201,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE201,SRP319780,CRE-201,2014-12,urine,NA,928797980,6150980,351,5899700,126914,57.01,157,ST258,KL107,4,>32,8
SRR14532180,WGS,302,489831316,PRJNA395086,SAMN17600221,Pathogen.cl,180162354,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876761,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE197,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE197,SRP319780,CRE-197,2014-12,urine,NA,489831316,3243916,411,5511231,54664,57.43,89,ST16,NA,1,2,16
SRR14532181,WGS,302,735128400,PRJNA395086,SAMN17600220,Pathogen.cl,270975395,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876760,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE196,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE196,SRP319780,CRE-196,2014-10,urine,NA,735128400,4868400,227,5955403,137516,56.98,123,ST258,KL107,8,>32,16
SRR14532182,WGS,302,553085820,PRJNA395086,SAMN14453495,Pathogen.cl,208398510,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876759,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE195,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE195,SRP319780,CRE-195,NA,NA,NA,553085820,3662820,230,5893941,222110,56.91,94,ST14,KL2,1,4,8
SRR14532183,WGS,302,658783404,PRJNA395086,SAMN17600219,Pathogen.cl,243112103,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876758,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE194,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE194,SRP319780,CRE-194,2014-10,Non-bronchoscopic bronchoalveolar lavage,NA,658783404,4362804,197,5550133,146915,57.22,119,ST15,KL24,>32,>32,>32
SRR14532184,WGS,302,935105250,PRJNA395086,SAMN17600218,Pathogen.cl,357689031,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876757,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE191,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE191,SRP319780,CRE-191,2014-10,urine,NA,935105250,6192750,332,5903379,149643,56.82,158,ST258,KL107,4,>32,>32
SRR14532185,WGS,302,320664204,PRJNA395086,SAMN17600124,Pathogen.cl,135406615,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876756,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE028,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE028,SRP319780,CRE-028,2011-04,urine,NA,320664204,2123604,419,5890367,124373,57,54,ST258,NA,>32,8,16
SRR14532186,WGS,302,694195018,PRJNA395086,SAMN17600217,Pathogen.cl,271118022,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876755,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE190,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE190,SRP319780,CRE-190,2014-10,sputum,NA,694195018,4597318,463,5672156,134017,57,122,ST15,NA,2,4,2
SRR14532187,WGS,302,673194844,PRJNA395086,SAMN17600216,Pathogen.cl,263289418,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876754,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE188,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE188,SRP319780,CRE-188,2014-09,urine,NA,673194844,4458244,440,5999130,159269,56.79,112,ST258,KL107,2,>32,8
SRR14532188,WGS,302,658152828,PRJNA395086,SAMN17600215,Pathogen.cl,251400723,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876753,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE186,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE186,SRP319780,CRE-186,2014-08,urine,NA,658152828,4358628,350,5685760,125025,57.03,116,ST15,KL112,1,2,16
SRR14532189,WGS,302,846111588,PRJNA395086,SAMN17600214,Pathogen.cl,323538756,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876752,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE183,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE183,SRP319780,CRE-183,2014-07,Pleural,NA,846111588,5603388,233,5917303,149643,56.82,143,ST258,KL107,2,8,4
SRR14532190,WGS,302,751083362,PRJNA395086,SAMN17600213,Pathogen.cl,301919582,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876751,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE180,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE180,SRP319780,CRE-180,2014-07,urine,NA,751083362,4974062,367,5815749,127177,57.05,129,ST258,KL107,1,1,8
SRR14532191,WGS,302,684408406,PRJNA395086,SAMN17600212,Pathogen.cl,259611554,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876750,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE178,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE178,SRP319780,CRE-178,2014-06,urine,NA,684408406,4532506,351,6153620,143116,56.4,111,ST258,KL107,2,8,2
SRR14532192,WGS,302,378823666,PRJNA395086,SAMN17600211,Pathogen.cl,148627832,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876749,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE177,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE177,SRP319780,CRE-177,2014-06,blood,Bacteremia,378823666,2508766,367,5681654,185613,57.17,67,ST16,KL149,1,16,1
SRR14532193,WGS,404,464835371,PRJNA395086,SAMN07370819,Pathogen.cl,312006223,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876748,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE176,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE176,SRP319780,CRE-176,2014,skin and soft tissue,"Fasciitis\, Necrotizing",464835371,2298542,130,5728851,178833,57.11,81,ST258,KL107,8,16,16
SRR14532194,WGS,302,447046070,PRJNA395086,SAMN17600210,Pathogen.cl,165958305,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876747,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE173,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE173,SRP319780,CRE-173,2014-05,wound-abdominal,NA,447046070,2960570,247,5846089,108921,57,76,ST258,KL107,16,16,4
SRR14532195,WGS,302,641533768,PRJNA395086,SAMN17600209,Pathogen.cl,250488364,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876746,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE172,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE172,SRP319780,CRE-172,2014-05,urine,NA,641533768,4248568,337,5960982,129666,56.91,108,ST258,KL107,4,8,8
SRR14532196,WGS,302,597868494,PRJNA395086,SAMN17600123,Pathogen.cl,251553822,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876745,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE027,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE027,SRP319780,CRE-027,2011-04,Non-bronchoscopic bronchoalveolar lavage,NA,597868494,3959394,530,5928149,129689,56.95,101,ST258,KL107,>32,16,>32
SRR14532197,WGS,302,884570382,PRJNA395086,SAMN17600114,Pathogen.cl,379561323,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876744,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE004,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE004,SRP319780,CRE-004,2010-10,bronchoalveolar lavage,NA,884570382,5858082,885,6088375,130289,56.89,145,ST258,KL107,8,16,8
SRR14532198,WGS,302,1087056248,PRJNA395086,SAMN17600113,Pathogen.cl,456016851,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876743,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE002,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE002,SRP319780,CRE-002,2010-10,sputum,NA,1087056248,7199048,438,5830037,139053,57.06,186,ST258,KL107,>32,>32,>32
